agent_id,distributor_id,product_type_id
FIPO353,DIST2,handset
FIPO354,DIST2,handset
FIPO355,DIST2,handset
FIPO356,DIST4,handset
FIPO359,DIST2,handset
FIPO360,DIST4,handset
FIPO361,DIST4,handset
FIPO362,DIST2,handset
FIPO363,DIST4,handset
FIPO364,DIST4,handset
FIPO365,DIST4,handset
FIPO366,DIST2,handset
FIPO368,DIST2,handset
FIPO369,DIST2,handset
FIPO370,DIST2,handset
FIPO371,DIST2,handset
FIPO372,DIST2,handset
FIPO373,DIST4,handset
FIPO374,DIST4,handset
FIPO376,DIST4,handset
FIPO378,DIST4,handset
FIPO380,DIST4,handset
FIPO381,DIST4,handset
FIPO382,DIST4,handset
FIPO383,DIST4,handset
FIPO385,DIST4,handset
FIPO387,DIST4,handset
FIPO390,DIST4,handset
FIPO395,DIST4,handset
FIPO397,DIST4,handset
FIPO400,DIST2,handset
FIPO401,DIST4,handset
FIPO403,DIST2,handset
FIPO404,DIST4,handset
FIPO405,DIST4,handset
FIPO406,DIST2,handset
FIPO407,DIST4,handset
FIPO408,DIST4,handset
FIPO410,DIST2,handset
FIPO411,DIST2,handset
FIPO414,DIST2,handset
FIPO415,DIST4,handset
FIPO416,DIST4,handset
FIPO417,DIST2,handset
FIPO424,DIST4,handset
FIPO425,DIST2,handset
FIPO426,DIST2,handset
FIPO429,DIST2,handset
FIPO430,DIST4,handset
FIPO431,DIST2,handset
FIPO432,DIST4,handset
FIPO433,DIST4,handset
FIPO434,DIST2,handset
FIPO435,DIST4,handset
FIPO436,DIST2,handset
FIPO437,DIST4,handset
FIPO439,DIST2,handset
FIPO441,DIST4,handset
FIPO443,DIST2,handset
FIPO444,DIST4,handset
FIPO447,DIST2,handset
FIPO448,DIST4,handset
FIPO450,DIST4,handset
FIPO451,DIST4,handset
FIPO452,DIST4,handset
FIPO455,DIST4,handset
FIPO459,DIST4,handset
FIPO461,DIST4,handset
FIPO462,DIST4,handset
FIPO466,DIST4,handset
FIPO467,DIST4,handset
FIPO468,DIST4,handset
FIPO471,DIST4,handset
FIPO473,DIST2,handset
FIPO476,DIST4,handset
FIPO477,DIST4,handset
FIPO478,DIST2,handset
FIPO480,DIST4,handset
FIPO483,DIST2,handset
FIPO486,DIST2,handset
FIPO490,DIST2,handset
FIPO491,DIST2,handset
FIPO496,DIST2,handset
FIPO498,DIST2,handset
FIPO500,DIST4,handset
FIPO502,DIST2,handset
FIPO504,DIST2,handset
FIPO505,DIST4,handset
FIPO506,DIST4,handset
FIPO509,DIST2,handset
FIPO510,DIST4,handset
FIPO511,DIST4,handset
FIPO513,DIST2,handset
FIPO517,DIST4,handset
FIPO519,DIST4,handset
FIPO520,DIST4,handset
FIPO522,DIST4,handset
FIPO524,DIST4,handset
FIPO526,DIST4,handset
FIPO527,DIST2,handset
FIPO529,DIST4,handset
FIPO530,DIST4,handset
FIPO533,DIST2,handset
FIPO534,DIST2,handset
FIPO535,DIST4,handset
FIPO536,DIST2,handset
FIPO538,DIST2,handset
FIPO539,DIST4,handset
FIPO540,DIST2,handset
FIPO541,DIST2,handset
FIPO542,DIST4,handset
FIPO543,DIST4,handset
FIPO545,DIST2,handset
FIPO546,DIST4,handset
FIPO547,DIST4,handset
FIPO548,DIST2,handset
FIPO550,DIST4,handset
FIPO552,DIST4,handset
FIPO556,DIST4,handset
FIPO559,DIST4,handset
FIPO560,DIST2,handset
FIPO561,DIST4,handset
FIPO564,DIST2,handset
FIPO567,DIST2,handset
FIPO568,DIST2,handset
FIPO569,DIST2,handset
FIPO571,DIST2,handset
FIPO572,DIST4,handset
FIPO574,DIST4,handset
FIPO576,DIST4,handset
FIPO578,DIST4,handset
FIPO584,DIST4,handset
FIPO585,DIST4,handset
FIPO586,DIST4,handset
FIPO587,DIST2,handset
FIPO588,DIST2,handset
FIPO589,DIST2,handset
FIPO592,DIST4,handset
FIPO597,DIST2,handset
FIPO598,DIST4,handset
FIPO600,DIST4,handset
FIPO602,DIST4,handset
FIPO603,DIST2,handset
FIPO605,DIST4,handset
FIPO606,DIST4,handset
FIPO608,DIST2,handset
FIPO612,DIST2,handset
FIPO613,DIST4,handset
FIPO614,DIST4,handset
FIPO615,DIST2,handset
FIPO616,DIST2,handset
FIPO617,DIST4,handset
FIPO620,DIST4,handset
FIPO621,DIST2,handset
FIPO622,DIST4,handset
FIPO623,DIST4,handset
FIPO624,DIST2,handset
FIPO625,DIST4,handset
FIPO626,DIST4,handset
FIPO627,DIST4,handset
FIPO629,DIST2,handset
FIPO630,DIST4,handset
FIPO632,DIST2,handset
FIPO633,DIST4,handset
FIPO634,DIST4,handset
FIPO635,DIST4,handset
FIPO636,DIST2,handset
FIPO637,DIST2,handset
FIPO638,DIST2,handset
FIPO639,DIST2,handset
FIPO640,DIST4,handset
FIPO643,DIST2,handset
FIPO647,DIST2,handset
FIPO648,DIST4,handset
FIPO651,DIST2,handset
FIPO652,DIST4,handset
FIPO653,DIST2,handset
FIPO654,DIST2,handset
FIPO655,DIST4,handset
FIPO656,DIST2,handset
FIPO657,DIST4,handset
FIPO658,DIST4,handset
FIPO659,DIST2,handset
FIPO660,DIST4,handset
FIPO661,DIST2,handset
FIPO662,DIST2,handset
FIPO663,DIST4,handset
FIPO666,DIST2,handset
FIPO667,DIST4,handset
FIPO668,DIST2,handset
FIPO669,DIST2,handset
FIPO674,DIST2,handset
FIPO675,DIST2,handset
FIPO676,DIST2,handset
FIPO677,DIST2,handset
FIPO678,DIST4,handset
FIPO680,DIST4,handset
FIPO681,DIST4,handset
FIPO685,DIST2,handset
FIPO686,DIST4,handset
FIPO687,DIST4,handset
FIPO688,DIST4,handset
FIPO691,DIST4,handset
FIPO692,DIST4,handset
FIPO693,DIST4,handset
FIPO696,DIST2,handset
FIPO697,DIST4,handset
FIPO700,DIST2,handset
FIPO701,DIST4,handset
FIPO702,DIST4,handset
FIPO703,DIST2,handset
FIPO704,DIST2,handset
FIPO707,DIST2,handset
FIPO711,DIST2,handset
FIPO714,DIST4,handset
FIPO716,DIST4,handset
FIPO717,DIST2,handset
FIPO718,DIST4,handset
FIPO719,DIST2,handset
FIPO721,DIST2,handset
FIPO722,DIST2,handset
FIPO723,DIST4,handset
FIPO724,DIST4,handset
FIPO725,DIST4,handset
FIPO726,DIST4,handset
FIPO727,DIST4,handset
FIPO729,DIST2,handset
FIPO730,DIST4,handset
FIPO732,DIST4,handset
FIPO734,DIST2,handset
FIPO735,DIST4,handset
FIPO736,DIST4,handset
FIPO737,DIST4,handset
FIPO738,DIST4,handset
FIPO739,DIST4,handset
FIPO740,DIST4,handset
FIPO741,DIST4,handset
FIPO743,DIST2,handset
FIPO745,DIST4,handset
FIPO748,DIST4,handset
FIPO749,DIST2,handset
FIPO752,DIST4,handset
FIPO755,DIST2,handset
FIPO758,DIST2,handset
FIPO759,DIST4,handset
FIPO760,DIST2,handset
FIPO761,DIST4,handset
FIPO763,DIST4,handset
FIPO765,DIST4,handset
FIPO766,DIST2,handset
FIPO767,DIST2,handset
FIPO769,DIST2,handset
FIPO770,DIST4,handset
FIPO771,DIST4,handset
FIPO773,DIST4,handset
FIPO774,DIST4,handset
FIPO775,DIST4,handset
FIPO777,DIST4,handset
FIPO778,DIST4,handset
FIPO780,DIST2,handset
FIPO781,DIST2,handset
FIPO782,DIST4,handset
FIPO784,DIST2,handset
FIPO785,DIST4,handset
FIPO786,DIST2,handset
FIPO787,DIST4,handset
FIPO788,DIST4,handset
FIPO791,DIST2,handset
FIPO792,DIST4,handset
FIPO793,DIST4,handset
FIPO796,DIST2,handset
FIPO800,DIST4,handset
FIPO803,DIST2,handset
FIPO805,DIST2,handset
FIPO806,DIST2,handset
FIPO809,DIST4,handset
FIPO810,DIST4,handset
FIPO812,DIST2,handset
FIPO815,DIST2,handset
FIPO818,DIST2,handset
FIPO819,DIST4,handset
FIPO820,DIST4,handset
FIPO822,DIST4,handset
FIPO823,DIST2,handset
FIPO824,DIST2,handset
FIPO825,DIST4,handset
FIPO829,DIST4,handset
FIPO831,DIST4,handset
FIPO833,DIST4,handset
FIPO835,DIST4,handset
FIPO837,DIST4,handset
FIPO839,DIST4,handset
FIPO840,DIST4,handset
FIPO841,DIST4,handset
FIPO842,DIST2,handset
FIPO843,DIST2,handset
FIPO844,DIST2,handset
FIPO845,DIST2,handset
FIPO848,DIST4,handset
FIPO850,DIST4,handset
FIPO851,DIST2,handset
FIPO852,DIST4,handset
FIPO853,DIST4,handset
FIPO855,DIST4,handset
FIPO856,DIST4,handset
FIPO858,DIST2,handset
FIPO860,DIST4,handset
FIPO862,DIST2,handset
FIPO863,DIST4,handset
FIPO864,DIST2,handset
FIPO865,DIST4,handset
FIPO868,DIST2,handset
FIPO870,DIST2,handset
FIPO873,DIST4,handset
FIPO876,DIST2,handset
FIPO877,DIST4,handset
FIPO880,DIST2,handset
FIPO882,DIST4,handset
FIPO883,DIST4,handset
FIPO886,DIST4,handset
FIPO888,DIST4,handset
FIPO890,DIST2,handset
FIPO892,DIST4,handset
FIPO894,DIST2,handset
FIPO895,DIST4,handset
FIPO896,DIST2,handset
FIPO897,DIST4,handset
FIPO898,DIST4,handset
FIPO900,DIST4,handset
FIPO902,DIST2,handset
FIPO904,DIST4,handset
FIPO905,DIST4,handset
FIPO906,DIST4,handset
FIPO908,DIST4,handset
FIPO911,DIST2,handset
FIPO914,DIST2,handset
FIPO917,DIST2,handset
FIPO919,DIST4,handset
FIPO920,DIST2,handset
FIPO922,DIST2,handset
FIPO924,DIST4,handset
FIPO925,DIST2,handset
FIPO926,DIST2,handset
FIPO927,DIST2,handset
FIPO929,DIST2,handset
FIPO931,DIST2,handset
FIPO933,DIST2,handset
FIPO935,DIST4,handset
FIPO936,DIST2,handset
FIPO938,DIST2,handset
FIPO939,DIST2,handset
FIPO940,DIST2,handset
FIPO941,DIST2,handset
FIPO943,DIST4,handset
FIPO946,DIST2,handset
FIPO947,DIST4,handset
FIPO948,DIST4,handset
FIPO949,DIST4,handset
FIPO953,DIST4,handset
FIPO954,DIST2,handset
FIPO956,DIST4,handset
FIPO957,DIST4,handset
FIPO958,DIST4,handset
FIPO959,DIST4,handset
FIPO960,DIST2,handset
FIPO961,DIST4,handset
FIPO962,DIST4,handset
FIPO963,DIST2,handset
FIPO964,DIST4,handset
FIPO966,DIST2,handset
FIPO969,DIST4,handset
FIPO970,DIST2,handset
FIPO971,DIST2,handset
FIPO974,DIST2,handset
FIPO975,DIST2,handset
FIPO976,DIST2,handset
FIPO980,DIST4,handset
FIPO981,DIST2,handset
FIPO985,DIST2,handset
FIPO988,DIST2,handset
FIPO989,DIST4,handset
FIPO990,DIST4,handset
FIPO991,DIST4,handset
FIPO992,DIST4,handset
FIPO994,DIST4,handset
FIPO998,DIST2,handset
FIPO1000,DIST4,handset
FIPO1002,DIST4,handset
FIPO1003,DIST2,handset
FIPO1004,DIST2,handset
FIPO1006,DIST2,handset
FIPO1011,DIST4,handset
FIPO1013,DIST2,handset
FIPO1015,DIST4,handset
FIPO1016,DIST4,handset
FIPO1017,DIST2,handset
FIPO1019,DIST2,handset
FIPO1023,DIST2,handset
FIPO1025,DIST4,handset
FIPO1029,DIST2,handset
FIPO1030,DIST2,handset
FIPO1032,DIST2,handset
FIPO1035,DIST4,handset
FIPO1036,DIST4,handset
FIPO1038,DIST2,handset
FIPO1041,DIST2,handset
FIPO1042,DIST4,handset
FIPO1043,DIST4,handset
FIPO1045,DIST4,handset
FIPO1046,DIST2,handset
FIPO1048,DIST4,handset
FIPO1049,DIST2,handset
FIPO1051,DIST4,handset
FIPO1053,DIST4,handset
FIPO1054,DIST4,handset
FIPO1055,DIST4,handset
FIPO1056,DIST4,handset
FIPO1057,DIST4,handset
FIPO1058,DIST2,handset
FIPO1059,DIST4,handset
FIPO1060,DIST4,handset
FIPO1063,DIST4,handset
FIPO1065,DIST4,handset
FIPO1066,DIST2,handset
FIPO1067,DIST4,handset
FIPO1068,DIST4,handset
FIPO1069,DIST2,handset
FIPO1073,DIST2,handset
FIPO1074,DIST4,handset
FIPO1075,DIST2,handset
FIPO1077,DIST4,handset
FIPO1079,DIST2,handset
FIPO1083,DIST4,handset
FIPO1084,DIST4,handset
FIPO1085,DIST4,handset
FIPO1086,DIST2,handset
FIPO1087,DIST2,handset
FIPO1088,DIST4,handset
FIPO1089,DIST4,handset
FIPO1090,DIST2,handset
FIPO1091,DIST4,handset
FIPO1092,DIST2,handset
FIPO1094,DIST4,handset
FIPO1096,DIST2,handset
FIPO1098,DIST4,handset
FIPO1099,DIST4,handset
FIPO1100,DIST4,handset
FIPO1103,DIST4,handset
FIPO1104,DIST4,handset
FIPO1105,DIST2,handset
FIPO1106,DIST2,handset
FIPO1108,DIST4,handset
FIPO1112,DIST2,handset
FIPO1115,DIST2,handset
FIPO1119,DIST2,handset
FIPO1122,DIST2,handset
FIPO1123,DIST4,handset
FIPO1124,DIST4,handset
FIPO1125,DIST2,handset
FIPO1129,DIST2,handset
FIPO1130,DIST4,handset
FIPO1134,DIST4,handset
FIPO1137,DIST4,handset
FIPO1138,DIST4,handset
FIPO1141,DIST2,handset
FIPO1143,DIST4,handset
FIPO1144,DIST2,handset
FIPO1145,DIST2,handset
FIPO1148,DIST2,handset
FIPO1149,DIST2,handset
FIPO1150,DIST2,handset
FIPO1153,DIST2,handset
FIPO1155,DIST2,handset
FIPO1156,DIST2,handset
FIPO1158,DIST4,handset
FIPO1159,DIST2,handset
FIPO1160,DIST4,handset
FIPO1161,DIST4,handset
FIPO1162,DIST4,handset
FIPO1163,DIST2,handset
FIPO1164,DIST4,handset
FIPO1165,DIST2,handset
FIPO1167,DIST4,handset
FIPO1169,DIST4,handset
FIPO1174,DIST4,handset
FIPO1180,DIST2,handset
FIPO1181,DIST2,handset
FIPO1183,DIST4,handset
FIPO1185,DIST4,handset
FIPO1186,DIST2,handset
FIPO1187,DIST4,handset
FIPO1189,DIST2,handset
FIPO1190,DIST2,handset
FIPO1192,DIST2,handset
FIPO1193,DIST4,handset
FIPO1196,DIST2,handset
FIPO1198,DIST4,handset
FIPO1199,DIST2,handset
FIPO1200,DIST4,handset
FIPO1201,DIST2,handset
FIPO1202,DIST2,handset
FIPO1203,DIST4,handset
FIPO1204,DIST4,handset
FIPO1205,DIST4,handset
FIPO1206,DIST4,handset
FIPO1207,DIST2,handset
FIPO1208,DIST4,handset
FIPO1210,DIST4,handset
FIPO1214,DIST4,handset
FIPO1216,DIST2,handset
FIPO1219,DIST2,handset
FIPO1220,DIST2,handset
FIPO1223,DIST4,handset
FIPO1225,DIST4,handset
FIPO1226,DIST4,handset
FIPO1229,DIST4,handset
FIPO1230,DIST4,handset
FIPO1233,DIST2,handset
FIPO1234,DIST2,handset
FIPO1237,DIST4,handset
FIPO1239,DIST4,handset
FIPO1242,DIST4,handset
FIPO1244,DIST4,handset
FIPO1245,DIST2,handset
FIPO1246,DIST2,handset
FIPO1247,DIST2,handset
FIPO1248,DIST4,handset
FIPO1249,DIST4,handset
FIPO1250,DIST2,handset
FIPO1251,DIST2,handset
FIPO1252,DIST2,handset
FIPO1253,DIST4,handset
FIPO1255,DIST2,handset
FIPO1256,DIST2,handset
FIPO1257,DIST4,handset
FIPO1258,DIST4,handset
FIPO1260,DIST4,handset
FIPO1261,DIST2,handset
FIPO1262,DIST4,handset
FIPO1263,DIST2,handset
FIPO1264,DIST4,handset
FIPO1265,DIST4,handset
FIPO1271,DIST2,handset
FIPO1276,DIST2,handset
FIPO1279,DIST2,handset
FIPO1280,DIST4,handset
FIPO1283,DIST2,handset
FIPO1289,DIST2,handset
FIPO1290,DIST2,handset
FIPO1291,DIST4,handset
FIPO1292,DIST2,handset
FIPO1293,DIST4,handset
FIPO1297,DIST4,handset
FIPO1299,DIST2,handset
FIPO1301,DIST2,handset
FIPO1302,DIST2,handset
FIPO1303,DIST2,handset
FIPO1308,DIST4,handset
FIPO1310,DIST2,handset
FIPO1311,DIST4,handset
FIPO1314,DIST4,handset
FIPO1316,DIST4,handset
FIPO1318,DIST4,handset
FIPO1319,DIST4,handset
FIPO1325,DIST2,handset
FIPO1328,DIST4,handset
FIPO1330,DIST4,handset
FIPO1335,DIST4,handset
FIPO1336,DIST2,handset
FIPO1341,DIST4,handset
FIPO1342,DIST4,handset
FIPO1343,DIST4,handset
FIPO1345,DIST2,handset
FIPO1346,DIST4,handset
FIPO1347,DIST4,handset
FIPO1348,DIST4,handset
FIPO1349,DIST2,handset
FIPO1351,DIST2,handset
FIPO1355,DIST4,handset
FIPO1358,DIST4,handset
FIPO1359,DIST2,handset
FIPO1363,DIST2,handset
FIPO1366,DIST2,handset
FIPO1367,DIST4,handset
FIPO1368,DIST4,handset
FIPO1369,DIST2,handset
FIPO1370,DIST2,handset
FIPO1373,DIST4,handset
FIPO1375,DIST4,handset
FIPO1376,DIST2,handset
FIPO1378,DIST4,handset
FIPO1379,DIST2,handset
FIPO1380,DIST2,handset
FIPO1382,DIST4,handset
FIPO1383,DIST4,handset
FIPO1385,DIST4,handset
FIPO1386,DIST4,handset
FIPO1387,DIST2,handset
FIPO1388,DIST4,handset
FIPO1389,DIST4,handset
FIPO1390,DIST4,handset
FIPO1391,DIST4,handset
FIPO1393,DIST2,handset
FIPO1394,DIST2,handset
FIPO1396,DIST4,handset
FIPO1398,DIST4,handset
FIPO1400,DIST4,handset
FIPO1402,DIST2,handset
FIPO1405,DIST4,handset
FIPO1406,DIST2,handset
FIPO1409,DIST4,handset
FIPO1411,DIST2,handset
FIPO1413,DIST2,handset
FIPO1415,DIST2,handset
FIPO1419,DIST4,handset
FIPO1421,DIST2,handset
FIPO1422,DIST2,handset
FIPO1427,DIST4,handset
FIPO1428,DIST4,handset
FIPO1429,DIST2,handset
FIPO1430,DIST2,handset
FIPO1432,DIST4,handset
FIPO1437,DIST4,handset
FIPO1439,DIST4,handset
FIPO1440,DIST4,handset
FIPO1441,DIST4,handset
FIPO1444,DIST4,handset
FIPO1445,DIST2,handset
FIPO1446,DIST4,handset
FIPO1447,DIST4,handset
FIPO1449,DIST4,handset
FIPO1451,DIST4,handset
FIPO1452,DIST4,handset
FIPO1453,DIST4,handset
FIPO1454,DIST2,handset
FIPO1455,DIST4,handset
FIPO1456,DIST4,handset
FIPO1457,DIST2,handset
FIPO1458,DIST2,handset
FIPO1459,DIST2,handset
FIPO1461,DIST2,handset
FIPO1462,DIST2,handset
FIPO1463,DIST4,handset
FIPO1465,DIST4,handset
FIPO1466,DIST2,handset
FIPO1468,DIST4,handset
FIPO1471,DIST2,handset
FIPO1472,DIST4,handset
FIPO1473,DIST2,handset
FIPO1474,DIST2,handset
FIPO1475,DIST2,handset
FIPO1477,DIST2,handset
FIPO1478,DIST2,handset
FIPO1480,DIST2,handset
FIPO1484,DIST4,handset
FIPO1485,DIST2,handset
FIPO1486,DIST2,handset
FIPO1487,DIST2,handset
FIPO1488,DIST2,handset
FIPO1489,DIST4,handset
FIPO1490,DIST4,handset
FIPO1491,DIST2,handset
FIPO1492,DIST2,handset
FIPO1493,DIST4,handset
FIPO1494,DIST2,handset
FIPO1497,DIST4,handset
FIPO1498,DIST2,handset
FIPO1499,DIST4,handset
FIPO1500,DIST4,handset
FIPO1502,DIST2,handset
FIPO1504,DIST4,handset
FIPO1506,DIST2,handset
FIPO1507,DIST2,handset
FIPO1508,DIST2,handset
FIPO1509,DIST4,handset
FIPO1510,DIST2,handset
FIPO1511,DIST4,handset
FIPO1513,DIST4,handset
FIPO1514,DIST4,handset
FIPO1515,DIST2,handset
FIPO1517,DIST2,handset
FIPO1518,DIST4,handset
FIPO1519,DIST2,handset
FIPO1522,DIST4,handset
FIPO1524,DIST2,handset
FIPO1525,DIST2,handset
FIPO1526,DIST2,handset
FIPO1527,DIST2,handset
FIPO1528,DIST4,handset
FIPO1530,DIST2,handset
FIPO1531,DIST2,handset
FIPO1532,DIST2,handset
FIPO1533,DIST4,handset
FIPO1534,DIST2,handset
FIPO1537,DIST4,handset
FIPO1540,DIST2,handset
FIPO1541,DIST4,handset
FIPO1543,DIST2,handset
FIPO1544,DIST4,handset
FIPO1546,DIST2,handset
FIPO1547,DIST4,handset
FIPO1548,DIST2,handset
FIPO1550,DIST4,handset
FIPO1552,DIST2,handset
FIPO1554,DIST2,handset
FIPO1555,DIST2,handset
FIPO1557,DIST2,handset
FIPO1558,DIST4,handset
FIPO1559,DIST2,handset
FIPO1560,DIST4,handset
FIPO1562,DIST2,handset
FIPO1565,DIST4,handset
FIPO1567,DIST2,handset
FIPO1570,DIST2,handset
FIPO1580,DIST2,handset
FIPO1581,DIST4,handset
FIPO1582,DIST2,handset
FIPO1588,DIST4,handset
FIPO1590,DIST4,handset
FIPO1591,DIST4,handset
FIPO1594,DIST2,handset
FIPO1595,DIST4,handset
FIPO1598,DIST2,handset
FIPO1599,DIST4,handset
FIPO1600,DIST4,handset
FIPO1601,DIST4,handset
FIPO1602,DIST4,handset
FIPO1605,DIST4,handset
FIPO1606,DIST4,handset
FIPO1608,DIST2,handset
FIPO1609,DIST2,handset
FIPO1610,DIST4,handset
FIPO1613,DIST2,handset
FIPO1614,DIST2,handset
FIPO1617,DIST4,handset
FIPO1618,DIST2,handset
FIPO1619,DIST4,handset
FIPO1620,DIST2,handset
FIPO1621,DIST2,handset
FIPO1623,DIST4,handset
FIPO1624,DIST4,handset
FIPO1625,DIST2,handset
FIPO1626,DIST4,handset
FIPO1629,DIST4,handset
FIPO1630,DIST4,handset
FIPO1631,DIST2,handset
FIPO1633,DIST4,handset
FIPO1634,DIST4,handset
FIPO1636,DIST2,handset
FIPO1639,DIST2,handset
FIPO1642,DIST2,handset
FIPO1643,DIST4,handset
FIPO1644,DIST4,handset
FIPO1645,DIST4,handset
FIPO1646,DIST4,handset
FIPO1647,DIST2,handset
FIPO1648,DIST4,handset
FIPO1650,DIST4,handset
FIPO1653,DIST2,handset
FIPO1654,DIST2,handset
FIPO1655,DIST4,handset
FIPO1656,DIST2,handset
FIPO1658,DIST2,handset
FIPO1662,DIST2,handset
FIPO1663,DIST2,handset
FIPO1665,DIST2,handset
FIPO1668,DIST2,handset
FIPO1674,DIST2,handset
