geo_level1_id,geo_level1_name,geo_level1_urban,geo_level1_population,geo_level1_longitude,geo_level1_latitude,geo_level2_id,geo_level2_name,geo_level2_urban,geo_level2_population,geo_level2_longitude,geo_level2_latitude,geo_level3_id,geo_level3_name,geo_level3_population,geo_level3_longitude,geo_level3_latitude,geo_level4_id,geo_level4_name,geo_level4_population,geo_level4_longitude,geo_level4_latitude,geo_level5_id,geo_level5_name,geo_level5_population,geo_level5_longitude,geo_level5_latitude
LVL1_Koekelberg,Koekelberg,True,21317,0.0,0.0,LVL2_Bruxelles-Capitale,Bruxelles-Capitale,True,1163486,0.0,0.0,Bruxelles-Capitale,Bruxelles-Capitale,1163486,0.0,0.0,Bruxelles-Capitale,Bruxelles-Capitale,1163486,0.0,0.0,CO0000,Belgium,11150516,0.0,0.0
LVL1_Molenbeek-Saint-Jean,Molenbeek-Saint-Jean,True,94854,0.0,0.0,LVL2_Bruxelles-Capitale,Bruxelles-Capitale,True,1163486,0.0,0.0,Bruxelles-Capitale,Bruxelles-Capitale,1163486,0.0,0.0,Bruxelles-Capitale,Bruxelles-Capitale,1163486,0.0,0.0,CO0000,Belgium,11150516,0.0,0.0
LVL1_Saint-Gilles,Saint-Gilles,True,50460,0.0,0.0,LVL2_Bruxelles-Capitale,Bruxelles-Capitale,True,1163486,0.0,0.0,Bruxelles-Capitale,Bruxelles-Capitale,1163486,0.0,0.0,Bruxelles-Capitale,Bruxelles-Capitale,1163486,0.0,0.0,CO0000,Belgium,11150516,0.0,0.0
LVL1_Saint-Josse-ten-Noode,Saint-Josse-ten-Noode,True,27447,0.0,0.0,LVL2_Bruxelles-Capitale,Bruxelles-Capitale,True,1163486,0.0,0.0,Bruxelles-Capitale,Bruxelles-Capitale,1163486,0.0,0.0,Bruxelles-Capitale,Bruxelles-Capitale,1163486,0.0,0.0,CO0000,Belgium,11150516,0.0,0.0
LVL1_Schaerbeek,Schaerbeek,True,131604,0.0,0.0,LVL2_Bruxelles-Capitale,Bruxelles-Capitale,True,1163486,0.0,0.0,Bruxelles-Capitale,Bruxelles-Capitale,1163486,0.0,0.0,Bruxelles-Capitale,Bruxelles-Capitale,1163486,0.0,0.0,CO0000,Belgium,11150516,0.0,0.0
LVL1_Uccle,Uccle,True,81089,0.0,0.0,LVL2_Bruxelles-Capitale,Bruxelles-Capitale,True,1163486,0.0,0.0,Bruxelles-Capitale,Bruxelles-Capitale,1163486,0.0,0.0,Bruxelles-Capitale,Bruxelles-Capitale,1163486,0.0,0.0,CO0000,Belgium,11150516,0.0,0.0
LVL1_Watermael-Boitsfort,Watermael-Boitsfort,True,24408,0.0,0.0,LVL2_Bruxelles-Capitale,Bruxelles-Capitale,True,1163486,0.0,0.0,Bruxelles-Capitale,Bruxelles-Capitale,1163486,0.0,0.0,Bruxelles-Capitale,Bruxelles-Capitale,1163486,0.0,0.0,CO0000,Belgium,11150516,0.0,0.0
LVL1_Woluwe-Saint-Lambert,Woluwe-Saint-Lambert,True,53318,0.0,0.0,LVL2_Bruxelles-Capitale,Bruxelles-Capitale,True,1163486,0.0,0.0,Bruxelles-Capitale,Bruxelles-Capitale,1163486,0.0,0.0,Bruxelles-Capitale,Bruxelles-Capitale,1163486,0.0,0.0,CO0000,Belgium,11150516,0.0,0.0
LVL1_Woluwe-Saint-Pierre,Woluwe-Saint-Pierre,True,40841,0.0,0.0,LVL2_Bruxelles-Capitale,Bruxelles-Capitale,True,1163486,0.0,0.0,Bruxelles-Capitale,Bruxelles-Capitale,1163486,0.0,0.0,Bruxelles-Capitale,Bruxelles-Capitale,1163486,0.0,0.0,CO0000,Belgium,11150516,0.0,0.0
LVL1_Aartselaar,Aartselaar,True,14207,0.0,0.0,LVL2_Anvers,Anvers,True,1022140,0.0,0.0,Anvers,Anvers,1802719,0.0,0.0,Flandre,Flandre,6410705,0.0,0.0,CO0000,Belgium,11150516,0.0,0.0
LVL1_Anvers,Anvers,True,510610,0.0,0.0,LVL2_Anvers,Anvers,True,1022140,0.0,0.0,Anvers,Anvers,1802719,0.0,0.0,Flandre,Flandre,6410705,0.0,0.0,CO0000,Belgium,11150516,0.0,0.0
LVL1_Boechout,Boechout,True,12804,0.0,0.0,LVL2_Anvers,Anvers,True,1022140,0.0,0.0,Anvers,Anvers,1802719,0.0,0.0,Flandre,Flandre,6410705,0.0,0.0,CO0000,Belgium,11150516,0.0,0.0
LVL1_Boom,Boom,True,17231,0.0,0.0,LVL2_Anvers,Anvers,True,1022140,0.0,0.0,Anvers,Anvers,1802719,0.0,0.0,Flandre,Flandre,6410705,0.0,0.0,CO0000,Belgium,11150516,0.0,0.0
LVL1_Borsbeek,Borsbeek,True,10451,0.0,0.0,LVL2_Anvers,Anvers,True,1022140,0.0,0.0,Anvers,Anvers,1802719,0.0,0.0,Flandre,Flandre,6410705,0.0,0.0,CO0000,Belgium,11150516,0.0,0.0
LVL1_Brasschaat,Brasschaat,True,37502,0.0,0.0,LVL2_Anvers,Anvers,True,1022140,0.0,0.0,Anvers,Anvers,1802719,0.0,0.0,Flandre,Flandre,6410705,0.0,0.0,CO0000,Belgium,11150516,0.0,0.0
LVL1_Brecht,Brecht,True,28174,0.0,0.0,LVL2_Anvers,Anvers,True,1022140,0.0,0.0,Anvers,Anvers,1802719,0.0,0.0,Flandre,Flandre,6410705,0.0,0.0,CO0000,Belgium,11150516,0.0,0.0
LVL1_Edegem,Edegem,True,21251,0.0,0.0,LVL2_Anvers,Anvers,True,1022140,0.0,0.0,Anvers,Anvers,1802719,0.0,0.0,Flandre,Flandre,6410705,0.0,0.0,CO0000,Belgium,11150516,0.0,0.0
LVL1_Essen,Essen,True,18256,0.0,0.0,LVL2_Anvers,Anvers,True,1022140,0.0,0.0,Anvers,Anvers,1802719,0.0,0.0,Flandre,Flandre,6410705,0.0,0.0,CO0000,Belgium,11150516,0.0,0.0
LVL1_Hemiksem,Hemiksem,True,10866,0.0,0.0,LVL2_Anvers,Anvers,True,1022140,0.0,0.0,Anvers,Anvers,1802719,0.0,0.0,Flandre,Flandre,6410705,0.0,0.0,CO0000,Belgium,11150516,0.0,0.0
LVL1_Hove,Hove,True,8216,0.0,0.0,LVL2_Anvers,Anvers,True,1022140,0.0,0.0,Anvers,Anvers,1802719,0.0,0.0,Flandre,Flandre,6410705,0.0,0.0,CO0000,Belgium,11150516,0.0,0.0
LVL1_Kalmthout,Kalmthout,True,18165,0.0,0.0,LVL2_Anvers,Anvers,True,1022140,0.0,0.0,Anvers,Anvers,1802719,0.0,0.0,Flandre,Flandre,6410705,0.0,0.0,CO0000,Belgium,11150516,0.0,0.0
LVL1_Kapellen,Kapellen,True,26540,0.0,0.0,LVL2_Anvers,Anvers,True,1022140,0.0,0.0,Anvers,Anvers,1802719,0.0,0.0,Flandre,Flandre,6410705,0.0,0.0,CO0000,Belgium,11150516,0.0,0.0
LVL1_Kontich,Kontich,True,20913,0.0,0.0,LVL2_Anvers,Anvers,True,1022140,0.0,0.0,Anvers,Anvers,1802719,0.0,0.0,Flandre,Flandre,6410705,0.0,0.0,CO0000,Belgium,11150516,0.0,0.0
LVL1_Lint,Lint,True,8752,0.0,0.0,LVL2_Anvers,Anvers,True,1022140,0.0,0.0,Anvers,Anvers,1802719,0.0,0.0,Flandre,Flandre,6410705,0.0,0.0,CO0000,Belgium,11150516,0.0,0.0
LVL1_Malle,Malle,True,15013,0.0,0.0,LVL2_Anvers,Anvers,True,1022140,0.0,0.0,Anvers,Anvers,1802719,0.0,0.0,Flandre,Flandre,6410705,0.0,0.0,CO0000,Belgium,11150516,0.0,0.0
LVL1_Mortsel,Mortsel,True,25242,0.0,0.0,LVL2_Anvers,Anvers,True,1022140,0.0,0.0,Anvers,Anvers,1802719,0.0,0.0,Flandre,Flandre,6410705,0.0,0.0,CO0000,Belgium,11150516,0.0,0.0
LVL1_Niel,Niel,True,9833,0.0,0.0,LVL2_Anvers,Anvers,True,1022140,0.0,0.0,Anvers,Anvers,1802719,0.0,0.0,Flandre,Flandre,6410705,0.0,0.0,CO0000,Belgium,11150516,0.0,0.0
LVL1_Ranst,Ranst,True,18607,0.0,0.0,LVL2_Anvers,Anvers,True,1022140,0.0,0.0,Anvers,Anvers,1802719,0.0,0.0,Flandre,Flandre,6410705,0.0,0.0,CO0000,Belgium,11150516,0.0,0.0
LVL1_Rumst,Rumst,True,15025,0.0,0.0,LVL2_Anvers,Anvers,True,1022140,0.0,0.0,Anvers,Anvers,1802719,0.0,0.0,Flandre,Flandre,6410705,0.0,0.0,CO0000,Belgium,11150516,0.0,0.0
LVL1_Schelle,Schelle,True,8183,0.0,0.0,LVL2_Anvers,Anvers,True,1022140,0.0,0.0,Anvers,Anvers,1802719,0.0,0.0,Flandre,Flandre,6410705,0.0,0.0,CO0000,Belgium,11150516,0.0,0.0
LVL1_Schilde,Schilde,True,19400,0.0,0.0,LVL2_Anvers,Anvers,True,1022140,0.0,0.0,Anvers,Anvers,1802719,0.0,0.0,Flandre,Flandre,6410705,0.0,0.0,CO0000,Belgium,11150516,0.0,0.0
LVL1_Schoten,Schoten,True,33871,0.0,0.0,LVL2_Anvers,Anvers,True,1022140,0.0,0.0,Anvers,Anvers,1802719,0.0,0.0,Flandre,Flandre,6410705,0.0,0.0,CO0000,Belgium,11150516,0.0,0.0
LVL1_Stabroek,Stabroek,True,18304,0.0,0.0,LVL2_Anvers,Anvers,True,1022140,0.0,0.0,Anvers,Anvers,1802719,0.0,0.0,Flandre,Flandre,6410705,0.0,0.0,CO0000,Belgium,11150516,0.0,0.0
LVL1_Wijnegem,Wijnegem,True,9131,0.0,0.0,LVL2_Anvers,Anvers,True,1022140,0.0,0.0,Anvers,Anvers,1802719,0.0,0.0,Flandre,Flandre,6410705,0.0,0.0,CO0000,Belgium,11150516,0.0,0.0
LVL1_Wommelgem,Wommelgem,True,12467,0.0,0.0,LVL2_Anvers,Anvers,True,1022140,0.0,0.0,Anvers,Anvers,1802719,0.0,0.0,Flandre,Flandre,6410705,0.0,0.0,CO0000,Belgium,11150516,0.0,0.0
LVL1_Wuustwezel,Wuustwezel,True,19872,0.0,0.0,LVL2_Anvers,Anvers,True,1022140,0.0,0.0,Anvers,Anvers,1802719,0.0,0.0,Flandre,Flandre,6410705,0.0,0.0,CO0000,Belgium,11150516,0.0,0.0
LVL1_Zandhoven,Zandhoven,True,12729,0.0,0.0,LVL2_Anvers,Anvers,True,1022140,0.0,0.0,Anvers,Anvers,1802719,0.0,0.0,Flandre,Flandre,6410705,0.0,0.0,CO0000,Belgium,11150516,0.0,0.0
LVL1_Zoersel,Zoersel,True,21573,0.0,0.0,LVL2_Anvers,Anvers,True,1022140,0.0,0.0,Anvers,Anvers,1802719,0.0,0.0,Flandre,Flandre,6410705,0.0,0.0,CO0000,Belgium,11150516,0.0,0.0
LVL1_Zwijndrecht,Zwijndrecht,True,18952,0.0,0.0,LVL2_Anvers,Anvers,True,1022140,0.0,0.0,Anvers,Anvers,1802719,0.0,0.0,Flandre,Flandre,6410705,0.0,0.0,CO0000,Belgium,11150516,0.0,0.0
LVL1_Berlaar,Berlaar,False,11034,0.0,0.0,LVL2_Malines,Malines,False,333132,0.0,0.0,Anvers,Anvers,1802719,0.0,0.0,Flandre,Flandre,6410705,0.0,0.0,CO0000,Belgium,11150516,0.0,0.0
LVL1_Bonheiden,Bonheiden,False,14778,0.0,0.0,LVL2_Malines,Malines,False,333132,0.0,0.0,Anvers,Anvers,1802719,0.0,0.0,Flandre,Flandre,6410705,0.0,0.0,CO0000,Belgium,11150516,0.0,0.0
LVL1_Bornem,Bornem,False,20858,0.0,0.0,LVL2_Malines,Malines,False,333132,0.0,0.0,Anvers,Anvers,1802719,0.0,0.0,Flandre,Flandre,6410705,0.0,0.0,CO0000,Belgium,11150516,0.0,0.0
LVL1_Duffel,Duffel,False,17119,0.0,0.0,LVL2_Malines,Malines,False,333132,0.0,0.0,Anvers,Anvers,1802719,0.0,0.0,Flandre,Flandre,6410705,0.0,0.0,CO0000,Belgium,11150516,0.0,0.0
LVL1_Heist-op-den-Berg,Heist-op-den-Berg,False,41365,0.0,0.0,LVL2_Malines,Malines,False,333132,0.0,0.0,Anvers,Anvers,1802719,0.0,0.0,Flandre,Flandre,6410705,0.0,0.0,CO0000,Belgium,11150516,0.0,0.0
LVL1_Lierre,Lierre,False,34368,0.0,0.0,LVL2_Malines,Malines,False,333132,0.0,0.0,Anvers,Anvers,1802719,0.0,0.0,Flandre,Flandre,6410705,0.0,0.0,CO0000,Belgium,11150516,0.0,0.0
LVL1_Malines,Malines,False,83194,0.0,0.0,LVL2_Malines,Malines,False,333132,0.0,0.0,Anvers,Anvers,1802719,0.0,0.0,Flandre,Flandre,6410705,0.0,0.0,CO0000,Belgium,11150516,0.0,0.0
LVL1_Nijlen,Nijlen,False,22342,0.0,0.0,LVL2_Malines,Malines,False,333132,0.0,0.0,Anvers,Anvers,1802719,0.0,0.0,Flandre,Flandre,6410705,0.0,0.0,CO0000,Belgium,11150516,0.0,0.0
LVL1_Putte,Putte,False,17133,0.0,0.0,LVL2_Malines,Malines,False,333132,0.0,0.0,Anvers,Anvers,1802719,0.0,0.0,Flandre,Flandre,6410705,0.0,0.0,CO0000,Belgium,11150516,0.0,0.0
LVL1_Puurs,Puurs,False,16972,0.0,0.0,LVL2_Malines,Malines,False,333132,0.0,0.0,Anvers,Anvers,1802719,0.0,0.0,Flandre,Flandre,6410705,0.0,0.0,CO0000,Belgium,11150516,0.0,0.0
LVL1_Sint-Amands,Sint-Amands,False,8241,0.0,0.0,LVL2_Malines,Malines,False,333132,0.0,0.0,Anvers,Anvers,1802719,0.0,0.0,Flandre,Flandre,6410705,0.0,0.0,CO0000,Belgium,11150516,0.0,0.0
LVL1_Sint-Katelijne-Waver,Sint-Katelijne-Waver,False,20401,0.0,0.0,LVL2_Malines,Malines,False,333132,0.0,0.0,Anvers,Anvers,1802719,0.0,0.0,Flandre,Flandre,6410705,0.0,0.0,CO0000,Belgium,11150516,0.0,0.0
LVL1_Willebroek,Willebroek,False,25327,0.0,0.0,LVL2_Malines,Malines,False,333132,0.0,0.0,Anvers,Anvers,1802719,0.0,0.0,Flandre,Flandre,6410705,0.0,0.0,CO0000,Belgium,11150516,0.0,0.0
LVL1_Arendonk,Arendonk,True,12956,0.0,0.0,LVL2_Turnhout,Turnhout,True,447447,0.0,0.0,Anvers,Anvers,1802719,0.0,0.0,Flandre,Flandre,6410705,0.0,0.0,CO0000,Belgium,11150516,0.0,0.0
LVL1_Baerle-Duc,Baerle-Duc,True,2618,0.0,0.0,LVL2_Turnhout,Turnhout,True,447447,0.0,0.0,Anvers,Anvers,1802719,0.0,0.0,Flandre,Flandre,6410705,0.0,0.0,CO0000,Belgium,11150516,0.0,0.0
LVL1_Balen,Balen,True,21817,0.0,0.0,LVL2_Turnhout,Turnhout,True,447447,0.0,0.0,Anvers,Anvers,1802719,0.0,0.0,Flandre,Flandre,6410705,0.0,0.0,CO0000,Belgium,11150516,0.0,0.0
LVL1_Beerse,Beerse,True,17550,0.0,0.0,LVL2_Turnhout,Turnhout,True,447447,0.0,0.0,Anvers,Anvers,1802719,0.0,0.0,Flandre,Flandre,6410705,0.0,0.0,CO0000,Belgium,11150516,0.0,0.0
LVL1_Dessel,Dessel,True,9350,0.0,0.0,LVL2_Turnhout,Turnhout,True,447447,0.0,0.0,Anvers,Anvers,1802719,0.0,0.0,Flandre,Flandre,6410705,0.0,0.0,CO0000,Belgium,11150516,0.0,0.0
LVL1_Geel,Geel,True,38450,0.0,0.0,LVL2_Turnhout,Turnhout,True,447447,0.0,0.0,Anvers,Anvers,1802719,0.0,0.0,Flandre,Flandre,6410705,0.0,0.0,CO0000,Belgium,11150516,0.0,0.0
LVL1_Grobbendonk,Grobbendonk,True,11095,0.0,0.0,LVL2_Turnhout,Turnhout,True,447447,0.0,0.0,Anvers,Anvers,1802719,0.0,0.0,Flandre,Flandre,6410705,0.0,0.0,CO0000,Belgium,11150516,0.0,0.0
LVL1_Herentals,Herentals,True,27637,0.0,0.0,LVL2_Turnhout,Turnhout,True,447447,0.0,0.0,Anvers,Anvers,1802719,0.0,0.0,Flandre,Flandre,6410705,0.0,0.0,CO0000,Belgium,11150516,0.0,0.0
LVL1_Herenthout,Herenthout,True,8803,0.0,0.0,LVL2_Turnhout,Turnhout,True,447447,0.0,0.0,Anvers,Anvers,1802719,0.0,0.0,Flandre,Flandre,6410705,0.0,0.0,CO0000,Belgium,11150516,0.0,0.0
LVL1_Herselt,Herselt,True,14439,0.0,0.0,LVL2_Turnhout,Turnhout,True,447447,0.0,0.0,Anvers,Anvers,1802719,0.0,0.0,Flandre,Flandre,6410705,0.0,0.0,CO0000,Belgium,11150516,0.0,0.0
LVL1_Hoogstraten,Hoogstraten,True,20867,0.0,0.0,LVL2_Turnhout,Turnhout,True,447447,0.0,0.0,Anvers,Anvers,1802719,0.0,0.0,Flandre,Flandre,6410705,0.0,0.0,CO0000,Belgium,11150516,0.0,0.0
LVL1_Hulshout,Hulshout,True,10254,0.0,0.0,LVL2_Turnhout,Turnhout,True,447447,0.0,0.0,Anvers,Anvers,1802719,0.0,0.0,Flandre,Flandre,6410705,0.0,0.0,CO0000,Belgium,11150516,0.0,0.0
LVL1_Kasterlee,Kasterlee,True,17973,0.0,0.0,LVL2_Turnhout,Turnhout,True,447447,0.0,0.0,Anvers,Anvers,1802719,0.0,0.0,Flandre,Flandre,6410705,0.0,0.0,CO0000,Belgium,11150516,0.0,0.0
LVL1_Laakdal,Laakdal,True,15657,0.0,0.0,LVL2_Turnhout,Turnhout,True,447447,0.0,0.0,Anvers,Anvers,1802719,0.0,0.0,Flandre,Flandre,6410705,0.0,0.0,CO0000,Belgium,11150516,0.0,0.0
LVL1_Lille,Lille,True,16407,0.0,0.0,LVL2_Turnhout,Turnhout,True,447447,0.0,0.0,Anvers,Anvers,1802719,0.0,0.0,Flandre,Flandre,6410705,0.0,0.0,CO0000,Belgium,11150516,0.0,0.0
LVL1_Meerhout,Meerhout,True,10086,0.0,0.0,LVL2_Turnhout,Turnhout,True,447447,0.0,0.0,Anvers,Anvers,1802719,0.0,0.0,Flandre,Flandre,6410705,0.0,0.0,CO0000,Belgium,11150516,0.0,0.0
LVL1_Merksplas,Merksplas,True,8637,0.0,0.0,LVL2_Turnhout,Turnhout,True,447447,0.0,0.0,Anvers,Anvers,1802719,0.0,0.0,Flandre,Flandre,6410705,0.0,0.0,CO0000,Belgium,11150516,0.0,0.0
LVL1_Mol,Mol,True,35382,0.0,0.0,LVL2_Turnhout,Turnhout,True,447447,0.0,0.0,Anvers,Anvers,1802719,0.0,0.0,Flandre,Flandre,6410705,0.0,0.0,CO0000,Belgium,11150516,0.0,0.0
LVL1_Olen,Olen,True,12125,0.0,0.0,LVL2_Turnhout,Turnhout,True,447447,0.0,0.0,Anvers,Anvers,1802719,0.0,0.0,Flandre,Flandre,6410705,0.0,0.0,CO0000,Belgium,11150516,0.0,0.0
LVL1_Oud-Turnhout,Oud-Turnhout,True,13040,0.0,0.0,LVL2_Turnhout,Turnhout,True,447447,0.0,0.0,Anvers,Anvers,1802719,0.0,0.0,Flandre,Flandre,6410705,0.0,0.0,CO0000,Belgium,11150516,0.0,0.0
LVL1_Ravels,Ravels,True,14661,0.0,0.0,LVL2_Turnhout,Turnhout,True,447447,0.0,0.0,Anvers,Anvers,1802719,0.0,0.0,Flandre,Flandre,6410705,0.0,0.0,CO0000,Belgium,11150516,0.0,0.0
LVL1_Retie,Retie,True,10897,0.0,0.0,LVL2_Turnhout,Turnhout,True,447447,0.0,0.0,Anvers,Anvers,1802719,0.0,0.0,Flandre,Flandre,6410705,0.0,0.0,CO0000,Belgium,11150516,0.0,0.0
LVL1_Rijkevorsel,Rijkevorsel,True,11535,0.0,0.0,LVL2_Turnhout,Turnhout,True,447447,0.0,0.0,Anvers,Anvers,1802719,0.0,0.0,Flandre,Flandre,6410705,0.0,0.0,CO0000,Belgium,11150516,0.0,0.0
LVL1_Turnhout,Turnhout,True,42281,0.0,0.0,LVL2_Turnhout,Turnhout,True,447447,0.0,0.0,Anvers,Anvers,1802719,0.0,0.0,Flandre,Flandre,6410705,0.0,0.0,CO0000,Belgium,11150516,0.0,0.0
LVL1_Vorselaar,Vorselaar,True,7689,0.0,0.0,LVL2_Turnhout,Turnhout,True,447447,0.0,0.0,Anvers,Anvers,1802719,0.0,0.0,Flandre,Flandre,6410705,0.0,0.0,CO0000,Belgium,11150516,0.0,0.0
LVL1_Vosselaar,Vosselaar,True,10747,0.0,0.0,LVL2_Turnhout,Turnhout,True,447447,0.0,0.0,Anvers,Anvers,1802719,0.0,0.0,Flandre,Flandre,6410705,0.0,0.0,CO0000,Belgium,11150516,0.0,0.0
LVL1_Westerlo,Westerlo,True,24494,0.0,0.0,LVL2_Turnhout,Turnhout,True,447447,0.0,0.0,Anvers,Anvers,1802719,0.0,0.0,Flandre,Flandre,6410705,0.0,0.0,CO0000,Belgium,11150516,0.0,0.0
LVL1_Affligem,Affligem,True,12953,0.0,0.0,LVL2_Hal-Vilvorde,Hal-Vilvorde,True,612613,0.0,0.0,Brabant Flamand,Brabant Flamand,1107266,0.0,0.0,Flandre,Flandre,6410705,0.0,0.0,CO0000,Belgium,11150516,0.0,0.0
LVL1_Asse,Asse,True,31754,0.0,0.0,LVL2_Hal-Vilvorde,Hal-Vilvorde,True,612613,0.0,0.0,Brabant Flamand,Brabant Flamand,1107266,0.0,0.0,Flandre,Flandre,6410705,0.0,0.0,CO0000,Belgium,11150516,0.0,0.0
LVL1_Beersel,Beersel,True,24496,0.0,0.0,LVL2_Hal-Vilvorde,Hal-Vilvorde,True,612613,0.0,0.0,Brabant Flamand,Brabant Flamand,1107266,0.0,0.0,Flandre,Flandre,6410705,0.0,0.0,CO0000,Belgium,11150516,0.0,0.0
LVL1_Biévène,Biévène,True,2171,0.0,0.0,LVL2_Hal-Vilvorde,Hal-Vilvorde,True,612613,0.0,0.0,Brabant Flamand,Brabant Flamand,1107266,0.0,0.0,Flandre,Flandre,6410705,0.0,0.0,CO0000,Belgium,11150516,0.0,0.0
LVL1_Dilbeek,Dilbeek,True,41034,0.0,0.0,LVL2_Hal-Vilvorde,Hal-Vilvorde,True,612613,0.0,0.0,Brabant Flamand,Brabant Flamand,1107266,0.0,0.0,Flandre,Flandre,6410705,0.0,0.0,CO0000,Belgium,11150516,0.0,0.0
LVL1_Drogenbos,Drogenbos,True,5093,0.0,0.0,LVL2_Hal-Vilvorde,Hal-Vilvorde,True,612613,0.0,0.0,Brabant Flamand,Brabant Flamand,1107266,0.0,0.0,Flandre,Flandre,6410705,0.0,0.0,CO0000,Belgium,11150516,0.0,0.0
LVL1_Gammerages,Gammerages,True,8557,0.0,0.0,LVL2_Hal-Vilvorde,Hal-Vilvorde,True,612613,0.0,0.0,Brabant Flamand,Brabant Flamand,1107266,0.0,0.0,Flandre,Flandre,6410705,0.0,0.0,CO0000,Belgium,11150516,0.0,0.0
LVL1_Gooik,Gooik,True,9198,0.0,0.0,LVL2_Hal-Vilvorde,Hal-Vilvorde,True,612613,0.0,0.0,Brabant Flamand,Brabant Flamand,1107266,0.0,0.0,Flandre,Flandre,6410705,0.0,0.0,CO0000,Belgium,11150516,0.0,0.0
LVL1_Grimbergen,Grimbergen,True,36524,0.0,0.0,LVL2_Hal-Vilvorde,Hal-Vilvorde,True,612613,0.0,0.0,Brabant Flamand,Brabant Flamand,1107266,0.0,0.0,Flandre,Flandre,6410705,0.0,0.0,CO0000,Belgium,11150516,0.0,0.0
LVL1_Hal,Hal,True,37453,0.0,0.0,LVL2_Hal-Vilvorde,Hal-Vilvorde,True,612613,0.0,0.0,Brabant Flamand,Brabant Flamand,1107266,0.0,0.0,Flandre,Flandre,6410705,0.0,0.0,CO0000,Belgium,11150516,0.0,0.0
