site_id,value
SITE_2862,50.3890454889
SITE_21253,51.0730044196
SITE_5572,50.8261400674
SITE_2869,49.8005753038
SITE_21700,50.606326299
SITE_5054,51.2484738361
SITE_17829,50.1855605373
SITE_17825,50.7247272085
SITE_17824,50.7246268949
SITE_12946,50.4272619134
SITE_12945,51.1706192838
SITE_1199,50.3974609027
SITE_5459,50.0211093185
SITE_7078,50.8937973555
SITE_1190,50.587498596
SITE_5452,51.16155295
SITE_3347,50.7408630247
SITE_3344,50.4238953653
SITE_21311,51.1088855885
SITE_1759,50.8914442071
SITE_1756,51.2196342479
SITE_1755,51.2055380708
SITE_1754,51.1956694269
SITE_1753,51.1827753283
SITE_1752,51.1811988035
SITE_1751,51.188601847
SITE_1750,51.1610720806
SITE_1177,49.9245217042
SITE_6974,51.0101049666
SITE_6972,51.2085248476
SITE_6973,51.0257577222
SITE_1171,50.5702216314
SITE_1815,50.7514756484
SITE_4253,51.0962720727
SITE_4257,50.7628730774
SITE_5533,50.9855372912
SITE_5531,50.4722701179
SITE_7208,51.1992566152
SITE_5536,49.6880650774
SITE_5535,51.1819230449
SITE_5539,50.8372746233
SITE_1610,51.0547112239
SITE_1285,50.6422778222
SITE_1284,50.5969462578
SITE_1287,50.6322952328
SITE_1286,50.654203162
SITE_11168,50.6979991906
SITE_11169,51.3439719427
SITE_1283,50.8843408436
SITE_1282,50.7352738547
SITE_11164,51.2139001446
SITE_11165,51.2188284014
SITE_11167,51.2174978074
SITE_1289,50.9269164375
SITE_1288,51.2096529714
SITE_11163,51.2483958221
SITE_1579,51.2005658699
SITE_1578,51.1264628835
SITE_1573,50.4127765854
SITE_1571,51.2758890233
SITE_1570,51.2419480771
SITE_1577,50.9984703897
SITE_7185,50.8269651632
SITE_1575,50.0818406099
SITE_1227,50.9293059241
SITE_1349,50.8249251528
SITE_8387,50.8890588663
SITE_5103,50.8134472424
SITE_1819,50.679607925
SITE_12833,51.2268220886
SITE_6477,51.1741651736
SITE_8548,50.4536440166
SITE_8018,51.3090075727
SITE_8014,50.8427797161
SITE_8010,50.9168293356
SITE_6573,51.1614744414
SITE_4388,50.866178514
SITE_7452,50.755505464
SITE_2330,50.6066491925
SITE_5629,50.4143124178
SITE_2036,51.3673860905
SITE_5626,50.0961038818
SITE_5625,50.4003596138
SITE_5624,50.4218978563
SITE_5623,50.4008510772
SITE_4385,50.8760516289
SITE_1370,50.3062160073
SITE_1372,49.6794420379
SITE_1375,50.1244072342
SITE_1377,50.2449063696
SITE_1341,50.6466519403
SITE_1379,50.9621512247
SITE_2033,51.1143226458
SITE_4849,51.1441525397
SITE_6796,50.9133666711
SITE_1343,50.6912845259
SITE_3831,51.2061828876
SITE_3832,50.9410834596
SITE_6797,51.2260489281
SITE_2030,51.2232851971
SITE_3839,50.3240622681
SITE_5994,50.8477799226
SITE_10886,51.2159645054
SITE_4032,50.6180244818
SITE_10880,50.3877269205
SITE_4036,51.015924225
SITE_4736,51.2349903677
SITE_1347,51.3500787603
SITE_5999,51.2285104991
SITE_4599,50.4112781338
SITE_10961,50.8261676147
SITE_5662,50.9183972516
SITE_11377,51.0897216682
SITE_7523,51.2153397361
SITE_1611,51.0502818856
SITE_5660,50.425336206
SITE_6532,50.8995320484
SITE_19142,51.1151806938
SITE_4738,50.6399960139
SITE_5666,50.3955962801
SITE_16660,51.3857993142
SITE_19368,50.8197024281
SITE_6141,50.8986082054
SITE_6147,50.3768202155
SITE_6149,50.7387244347
SITE_2293,49.6625288131
SITE_2334,50.719208308
SITE_2309,50.7293109362
SITE_2308,50.8231992914
SITE_10973,51.2324868231
SITE_4729,50.0976838002
SITE_10975,50.8533605212
SITE_10977,51.2105415856
SITE_10978,50.6839229372
SITE_10979,51.2641879422
SITE_2302,51.0564094192
SITE_2305,50.9327033069
SITE_2306,50.9710925661
SITE_5847,51.0553673085
SITE_5846,51.0091077233
SITE_5849,51.0565772221
SITE_21112,50.9886792099
SITE_21113,51.2051569696
SITE_21110,51.1116939519
SITE_21111,50.6708961309
SITE_21116,50.8416612663
SITE_21117,50.8171957893
SITE_21114,51.0805504165
SITE_3749,50.6048974171
SITE_21118,51.1604514353
SITE_21119,50.8345161367
SITE_3741,50.8054195144
SITE_4621,51.2548440119
SITE_4622,50.7939616096
SITE_4623,50.7371898518
SITE_9423,50.8085387437
SITE_4626,51.252629326
SITE_4627,51.1357428489
SITE_1106,50.327392804
SITE_16711,50.877900586
SITE_10807,51.2065750597
SITE_2271,50.8998192525
SITE_2273,50.5175238247
SITE_2272,50.9331687599
SITE_12006,50.8425542102
SITE_12007,50.8066206425
SITE_19564,51.2677383081
SITE_1666,51.0172807231
SITE_19910,50.821544577
SITE_2459,50.4227428435
SITE_2458,50.8531299011
SITE_3772,50.1784805104
SITE_21198,50.2483942414
SITE_2457,51.0633768854
SITE_2456,50.7463939141
SITE_9244,50.796919829
SITE_9246,50.7596897822
SITE_7852,50.8545381189
SITE_7856,50.8521288836
SITE_21609,50.7591096041
SITE_21606,50.0471245943
SITE_21604,49.8359419061
SITE_21605,50.0553739432
SITE_21602,50.6882016576
SITE_2051,50.5157112248
SITE_2050,50.4744405202
SITE_2052,50.6143156964
SITE_6350,51.26462705
SITE_2057,50.7054983113
SITE_21199,50.5581902512
SITE_2059,50.6220866563
SITE_3691,51.274956156
SITE_16800,51.0556539845
SITE_3693,50.405082968
SITE_4531,50.8762994241
SITE_16804,50.8270629513
SITE_21282,51.1054311723
SITE_21283,50.8375690414
SITE_7982,51.1592113381
SITE_21933,50.6292152461
SITE_21934,49.8713737894
SITE_21287,50.8665729152
SITE_21936,51.0546240664
SITE_21285,50.6739371153
SITE_21938,50.864186618
SITE_7989,50.9117294124
SITE_21288,50.8413528381
SITE_21289,50.5500297093
SITE_21662,51.1049861425
SITE_6364,51.0831082911
SITE_1609,51.0346112788
SITE_1608,50.8157367144
SITE_20087,50.9940158977
SITE_21664,51.1336213132
SITE_20084,50.8555933856
SITE_20083,50.9347212618
SITE_20082,50.4839354223
SITE_11975,50.8440818967
SITE_21665,50.8357673795
SITE_3526,50.5124583294
SITE_21417,51.1759739123
SITE_21843,50.6594196891
SITE_3529,50.5922428695
SITE_7218,50.9420689475
SITE_2001,49.7303346359
SITE_7210,51.1406826422
SITE_7211,51.3029319065
SITE_7212,51.1400541431
SITE_21731,50.8695067376
SITE_7214,51.1277737774
SITE_7217,51.0616111221
SITE_10714,50.8461146471
SITE_12227,51.1313334031
SITE_6215,51.2441894446
SITE_10710,49.6866574791
SITE_2699,50.5083121891
SITE_10713,50.6396025674
SITE_2697,50.4799085452
SITE_2696,50.44351619
SITE_2695,50.3800402561
SITE_2694,50.4689212122
SITE_1975,51.2281351775
SITE_2691,50.1575686782
SITE_2690,50.275016828
SITE_2405,50.9841754817
SITE_1974,50.1311300106
SITE_21068,50.8424734747
SITE_1973,50.5338086948
SITE_21069,50.8621703167
SITE_6815,50.8395493879
SITE_15873,50.4122000093
SITE_21557,50.9170054631
SITE_6008,50.6318808239
SITE_1970,50.867125028
SITE_21064,50.7329232322
SITE_21426,50.4379818316
SITE_21427,50.3675705134
SITE_21424,50.982149788
SITE_21425,50.4612253426
SITE_5199,50.679961088
SITE_5198,50.6553042927
SITE_1618,51.0153983674
SITE_21421,50.8091141771
SITE_1616,51.0710256195
SITE_1617,51.0910934853
SITE_1614,51.0625650162
SITE_1615,51.0969881037
SITE_1612,51.0581124436
SITE_1613,51.066463781
SITE_21428,51.3576430076
SITE_4553,50.8797237632
SITE_21060,50.8575931418
SITE_1363,51.4210169468
SITE_21192,51.2039921265
SITE_2873,50.3928806853
SITE_21992,51.219256361
SITE_2871,49.6148826327
SITE_2870,50.4568298113
SITE_2877,50.6770672005
SITE_21993,51.2101401021
SITE_2878,50.7195918764
SITE_3357,50.6925063661
SITE_3356,51.0032429766
SITE_3350,51.0256971002
SITE_17830,50.8613068951
SITE_21996,50.9210753356
SITE_21193,50.5591945433
SITE_17837,50.8792922464
SITE_8850,50.4716352199
SITE_20061,50.8313430385
SITE_20063,51.221241737
SITE_7068,51.1712675267
SITE_7065,51.224627298
SITE_21995,50.2837069884
SITE_20069,50.4644307775
SITE_1768,50.8349358744
SITE_1769,50.8892830839
SITE_7882,50.8713862247
SITE_1763,50.8213764416
SITE_1766,50.755794685
SITE_1767,50.8256006453
SITE_1764,50.8701308105
SITE_1765,50.8089020415
SITE_1143,50.5723096923
SITE_1141,50.4345090406
SITE_15903,50.4405023733
SITE_6967,50.4927803615
SITE_1145,50.3817881645
SITE_6968,50.4416661266
SITE_1149,49.8835364664
SITE_7885,50.8737035246
SITE_5899,50.3702723382
SITE_5507,50.8471207882
SITE_5504,51.1879572879
SITE_5505,51.2023665971
SITE_5502,51.0212990332
SITE_5503,50.6255075625
SITE_5500,50.9595659648
SITE_5501,51.1346855339
SITE_1544,50.6715398494
SITE_11197,51.228855791
SITE_1540,50.3337452595
SITE_19191,49.6924409909
SITE_19575,50.7740695626
SITE_7199,50.826356577
SITE_7198,50.854378157
SITE_21196,50.6485205373
SITE_11198,50.8392650998
SITE_7192,50.8853576797
SITE_7191,50.9383718443
SITE_7190,50.8011095662
SITE_7194,50.9465380723
SITE_21209,50.6398604176
SITE_1859,50.4123677871
SITE_7881,51.2129986688
SITE_21531,50.6397534243
SITE_8023,51.1733711302
SITE_8021,51.1429321793
SITE_15292,51.0042996948
SITE_7883,50.8945709195
SITE_8025,51.1930955632
SITE_7113,51.0562826326
SITE_5618,50.8000716022
SITE_7442,50.2239473898
SITE_6569,50.7899477314
SITE_6568,51.070413379
SITE_5690,50.4696521409
SITE_6565,50.814777654
SITE_6564,51.0722500804
SITE_6566,50.7882063394
SITE_5616,50.5146562284
SITE_5617,50.4510463782
SITE_5615,50.8444432729
SITE_1389,51.075948387
SITE_1385,51.1995227181
SITE_1386,51.2023159768
SITE_1387,51.0043761363
SITE_1380,50.7944039015
SITE_1381,51.0012423732
SITE_1382,51.0426299281
SITE_3580,50.8428198813
SITE_3825,50.858411391
SITE_3824,50.8745013925
SITE_3823,50.8641290717
SITE_3820,50.8523137957
SITE_20277,50.7099290911
SITE_2440,50.805425996
SITE_3829,50.7591033698
SITE_21195,50.5982849347
SITE_10331,50.7461685434
SITE_10337,50.8483355331
SITE_4282,50.8226375665
SITE_4286,50.8692213557
SITE_3587,50.7441540777
SITE_19179,50.8506447416
SITE_2254,50.6729914508
SITE_19177,50.7907367122
SITE_16129,50.7220823932
SITE_19356,51.0285770913
SITE_16659,50.8461497616
SITE_19354,50.8119589038
SITE_16656,50.8724540325
SITE_16655,50.8010318266
SITE_5276,50.7588076489
SITE_4015,51.1396919277
SITE_5271,50.6233359814
SITE_4750,51.2834130397
SITE_4751,51.2130251915
SITE_6776,51.343426593
SITE_4755,51.1965838741
SITE_4756,50.9781620888
SITE_9965,50.8755431355
SITE_9967,51.0419168537
SITE_5876,51.1867551335
SITE_5874,51.1498841505
SITE_5875,50.822965777
SITE_21203,51.09908767
SITE_5879,50.5713877824
SITE_3758,51.1635051354
SITE_21129,50.7657324556
SITE_21128,51.0118514337
SITE_3751,50.9935429761
SITE_21126,50.9263658313
SITE_21125,51.4327968736
SITE_21124,51.1397059737
SITE_21121,50.7558704778
SITE_21120,50.8485680677
SITE_2190,50.3221225251
SITE_21202,51.0887843966
SITE_2192,49.7497242859
SITE_2193,50.7283231195
SITE_2194,49.7759988636
SITE_2195,49.8142100442
SITE_2196,50.035534269
SITE_9482,51.0622787616
SITE_2198,50.1081115017
SITE_2199,51.2279438373
SITE_19913,51.2499354153
SITE_19912,50.7244537975
SITE_16234,51.2495473436
SITE_16237,51.1983914409
SITE_2200,50.0175384476
SITE_2201,49.8700225515
SITE_12039,51.0106097153
SITE_12038,50.8730198459
SITE_2204,50.437779113
SITE_2205,50.1210103731
SITE_2207,50.0503175327
SITE_2208,50.4545490689
SITE_2209,50.3885533576
SITE_21207,50.8313000486
SITE_19599,51.2374464986
SITE_7906,51.2317865453
SITE_6680,50.8602165119
SITE_6681,51.1825119525
SITE_6682,50.8006859112
SITE_19596,51.1699812144
SITE_2429,50.5577090445
SITE_21389,50.4800485545
SITE_4812,50.9837301442
SITE_21383,50.5250563558
SITE_21382,50.7931836026
SITE_2422,51.0873718739
SITE_9501,51.0272757336
SITE_21387,50.072811601
SITE_21386,50.3941182324
SITE_21385,50.7518712574
SITE_3909,50.9335276238
SITE_19825,51.1691223977
SITE_21638,50.8525145884
SITE_7849,50.8422304193
SITE_19823,50.7663111409
SITE_21632,50.4623365453
SITE_21631,50.4826408867
SITE_21637,50.8494135903
SITE_7840,50.8564791689
SITE_4839,50.5747840762
SITE_4838,50.8599604429
SITE_3689,50.2360909924
SITE_3688,51.1869964112
SITE_6352,50.4710617164
SITE_6353,50.7781271848
SITE_3583,50.7967970935
SITE_12100,51.0601512552
SITE_1670,50.8109753128
SITE_3687,51.1751131685
SITE_4522,50.9368967869
SITE_4837,50.8212924667
SITE_4520,50.556728704
SITE_6194,50.722315083
SITE_6195,50.8342642549
SITE_6197,50.4284747269
SITE_2519,50.6412329523
SITE_6192,50.6856670359
SITE_6193,50.829331009
SITE_2514,50.6676778909
SITE_2515,50.4805853557
SITE_2516,50.7337734719
SITE_2517,50.5447200349
SITE_2510,49.9024474137
SITE_2511,51.2858402558
SITE_9431,50.8441191671
SITE_9342,50.8479526708
SITE_21191,51.2069643774
SITE_2731,50.8604846769
SITE_6945,50.9784258351
SITE_5299,50.7822763848
SITE_5296,50.9030834702
SITE_5297,50.8629503232
SITE_6984,51.2405544151
SITE_2739,50.8591357846
SITE_5290,50.787222004
SITE_21197,50.4670727644
SITE_21255,50.8434038494
SITE_21254,50.7903912173
SITE_21257,50.8407736931
SITE_21256,50.8417780652
SITE_21251,51.2069538745
SITE_21702,50.6904365186
SITE_21701,50.5745568924
SITE_21252,51.0442611697
SITE_3539,51.0429557745
SITE_5055,50.4553517486
SITE_5057,50.8057030336
SITE_21259,50.6662049307
SITE_21258,50.8446963511
SITE_5052,50.7025028285
SITE_5053,50.4198171488
SITE_21927,50.6413004473
SITE_1817,51.206848425
SITE_1812,50.9189713614
SITE_6379,50.4018416113
SITE_7203,50.8107218282
SITE_7201,50.8173351282
SITE_7200,50.795881341
SITE_1818,50.6473088313
SITE_21925,50.9562008579
SITE_7205,51.2415644201
SITE_7204,50.8754881391
SITE_6222,50.8281630168
SITE_21924,51.0714259199
SITE_12217,51.2623059646
SITE_6225,50.4933015505
SITE_21923,51.2188790422
SITE_12219,50.9813484252
SITE_6996,50.8452605437
SITE_21922,51.0505378975
SITE_21921,50.7688569668
SITE_21920,51.0386106878
SITE_1099,51.1490141422
SITE_9418,50.8418077789
SITE_5558,50.81333447
SITE_6371,50.944539883
SITE_11249,51.3612276052
SITE_3774,51.0776654378
SITE_21413,50.8356459786
SITE_21412,50.8073025144
SITE_21410,51.084845851
SITE_7333,51.0409984184
SITE_21416,50.9569010703
SITE_1979,51.1717026706
SITE_1978,50.3650949619
SITE_1601,50.3962710211
SITE_1600,50.9522576742
SITE_1603,50.8104359505
SITE_21418,50.9477738971
SITE_1605,51.0596004723
SITE_1972,49.9990963927
SITE_1606,50.6986785731
SITE_11964,51.2452295068
SITE_11965,51.1122218202
SITE_11966,51.1199561558
SITE_2163,50.154319412
SITE_11962,50.8224907027
SITE_5121,51.0113490731
SITE_21928,50.9985114824
SITE_8855,50.8924603448
SITE_2848,50.8262429853
SITE_2846,50.7440899572
SITE_2847,50.9372955049
SITE_2845,50.6005743365
SITE_2842,50.3284041102
SITE_5477,51.3315623386
SITE_20272,51.0399125974
SITE_3327,50.7033929457
SITE_5478,51.2013633371
SITE_5479,51.1975280824
SITE_20076,51.0471505167
SITE_1774,50.8990323572
SITE_1777,51.2913476555
SITE_1776,51.2657219208
SITE_1771,50.8789607294
SITE_1770,50.9299171013
SITE_5272,50.6966688777
SITE_1772,50.8732414659
SITE_1779,51.3080325284
SITE_1778,51.2984584086
SITE_7054,50.7716994647
SITE_20079,50.4491980788
SITE_15113,50.9362266727
SITE_3975,50.756871357
SITE_1100,49.5790216697
SITE_1157,50.6521921693
SITE_21755,50.0895147411
SITE_6990,50.9661118903
SITE_6991,50.9056843723
SITE_6992,50.8108332437
SITE_1152,51.0400999341
SITE_5519,51.253897415
SITE_5518,50.6025983659
SITE_5511,50.6111915341
SITE_21839,50.9104994509
SITE_15117,49.5074074918
SITE_5515,50.8470139363
SITE_5517,50.6369433619
SITE_3039,50.4530510608
SITE_1551,51.2318478247
SITE_1553,51.2212383931
SITE_1552,51.085583289
SITE_21918,51.0554669063
SITE_1554,51.1033722409
SITE_1557,50.9767254927
SITE_1556,50.9908917246
SITE_1559,51.0217331071
SITE_1558,51.0127716992
SITE_3036,50.4657698005
SITE_3031,50.2489335077
SITE_5806,50.7350710256
SITE_2990,50.4813697204
SITE_21335,50.48909587
SITE_3035,50.4642338439
SITE_21332,49.7002831533
SITE_1081,51.2088563877
SITE_21333,50.4278890781
SITE_1976,50.4243941628
SITE_21330,50.3636015589
SITE_21447,50.7704127201
SITE_5605,51.009916393
SITE_5137,51.2847929447
SITE_12588,50.5903957014
SITE_5600,51.0038899569
SITE_1907,50.3532907972
SITE_12582,50.9039216408
SITE_12581,50.9285095213
SITE_2160,50.6963994795
SITE_3296,50.8552104176
SITE_6518,50.8039559473
SITE_10025,51.0074623295
SITE_6510,50.6255563571
SITE_6511,50.6106588086
SITE_6516,51.2145688427
SITE_1421,50.2364226346
SITE_1399,51.059716807
SITE_1398,51.0877887428
SITE_1397,51.0380933174
SITE_1396,51.0471393567
SITE_1395,50.9573724144
SITE_1394,51.043337052
SITE_1393,51.0564916735
SITE_1392,51.0528092366
SITE_1390,50.9833730217
SITE_3810,50.7608782153
SITE_3814,50.9986645199
SITE_2692,50.447662612
SITE_21013,50.8532944551
SITE_3818,50.7777644523
SITE_1410,50.8325510652
SITE_21011,51.1370808379
SITE_6424,50.9197740989
SITE_6425,50.8302461883
SITE_6426,51.1853868477
SITE_6427,50.855275154
SITE_6421,50.712498377
SITE_6422,50.780555391
SITE_4297,50.8332538658
SITE_4291,50.8358374283
SITE_4290,51.0819481603
SITE_7265,50.8079235066
SITE_7545,50.9615998626
SITE_7266,50.7938419266
SITE_19348,50.4583212502
SITE_17495,50.8853705545
SITE_22037,50.9215988974
SITE_19344,51.078043582
SITE_7261,50.92942941
SITE_19346,50.4880985892
SITE_19615,50.9033504829
SITE_19613,50.8818561931
SITE_1941,50.4481312316
SITE_6168,50.442576412
SITE_2973,50.9272149786
SITE_6161,50.794363727
SITE_6160,51.0727152444
SITE_6163,50.940898972
SITE_6162,50.9960372095
SITE_6167,50.4002895863
SITE_4749,51.0243961259
SITE_4748,50.8464223191
SITE_21957,50.299726738
SITE_6769,50.869032504
SITE_6768,50.8158293996
SITE_6767,51.0283311001
SITE_4742,50.3046897643
SITE_4747,50.8438029676
SITE_4746,51.2271514465
SITE_6761,50.8459702602
SITE_4744,49.718298196
SITE_19761,50.6943409127
SITE_5868,51.0914906065
SITE_19764,51.0235610181
SITE_5864,51.1208124967
SITE_5867,50.8730890242
SITE_5866,50.8390591139
SITE_5862,50.8076316169
SITE_21138,50.6126195875
SITE_21139,51.3077569714
SITE_16736,50.9146254509
SITE_21889,51.143052774
SITE_21130,50.8288024597
SITE_21131,50.7152845126
SITE_21132,50.2787561532
SITE_21134,50.6177677864
SITE_21135,50.7099289887
SITE_21136,50.6401939288
SITE_21137,50.7287565763
SITE_2183,50.6415625745
SITE_2181,51.3134514144
SITE_12020,51.2359311746
SITE_12021,50.2388221953
SITE_2185,50.4642824944
SITE_2184,50.3991690764
SITE_4606,51.0314897255
SITE_4607,50.8976702984
SITE_2189,50.1291891909
SITE_2188,50.6394044262
SITE_2335,50.8350596286
SITE_2213,50.3869920251
SITE_6907,51.0317238367
SITE_2211,50.4718635292
SITE_2210,50.8946679019
SITE_2217,50.7825399674
SITE_2216,50.8579319123
SITE_2215,51.0269887361
SITE_5604,51.0175722621
SITE_2219,50.3916429572
SITE_2338,50.6251736442
SITE_6699,50.8320770237
SITE_5606,51.0163011779
SITE_5431,51.0330376618
SITE_21881,51.1139342787
SITE_6692,50.868330641
SITE_21882,51.2245730107
SITE_21624,50.9064207505
SITE_21626,50.9748267097
SITE_21627,50.643324029
SITE_21620,50.9927157247
SITE_6794,50.848055196
SITE_2433,50.5560503379
SITE_21884,51.1964783354
SITE_2431,50.8588538999
SITE_2430,50.1296791191
SITE_2437,50.8919513278
SITE_2436,50.4670497274
SITE_2435,50.9322792198
SITE_2434,50.3480533024
SITE_21886,50.4820923679
SITE_19830,50.4169188138
SITE_7830,51.06459342
SITE_7832,51.2517649867
SITE_7998,50.6617016536
SITE_5123,50.7750021528
SITE_7837,50.8443351489
SITE_12110,51.1414317631
SITE_6340,50.9174245563
SITE_6795,50.8254833639
SITE_12118,51.0618131535
SITE_12119,51.1883985066
SITE_4510,51.1566150485
SITE_9429,50.8375952169
SITE_6186,50.8411073497
SITE_6185,50.8408107266
SITE_6184,50.8048587967
SITE_21494,50.8312877607
SITE_6182,51.0614054864
SITE_2509,49.9051515154
SITE_2508,50.1794282684
SITE_2507,50.981992121
SITE_2506,50.5345517646
SITE_2505,50.5981701562
SITE_2504,51.0924445812
SITE_9425,50.8681259277
SITE_1428,51.121145777
SITE_6189,50.8504644789
SITE_2500,50.5499570482
SITE_2727,51.0616940589
SITE_2726,51.0328358638
SITE_2725,50.1900274537
SITE_2723,50.234945134
SITE_2722,50.4128660494
SITE_9359,50.8553886978
SITE_5285,50.8177800325
SITE_2728,51.0672511398
SITE_21710,50.3403022746
SITE_21247,51.0597347875
SITE_21244,50.8670762393
SITE_21713,50.6036849582
SITE_21714,50.6314581141
SITE_21715,50.433916133
SITE_21716,50.3827041993
SITE_21717,50.1889203439
SITE_21718,50.6666030597
SITE_21719,50.5127001216
SITE_5045,50.6337773151
SITE_10372,50.9017569505
SITE_7949,51.2283247205
SITE_21248,51.0623396461
SITE_21249,51.1939297728
SITE_1807,51.1875499876
SITE_1806,51.2066579641
SITE_3780,50.9751537772
SITE_1804,50.5909991807
SITE_3787,50.8883184167
SITE_1801,50.651108004
SITE_3785,51.297342213
SITE_8990,50.8288550765
SITE_1809,50.6653973985
SITE_21390,50.3245118858
SITE_21391,50.8352757752
SITE_21392,51.2345486935
SITE_4991,50.7850116385
SITE_6235,50.6951609082
SITE_12205,51.1879252275
SITE_12206,50.9720995448
SITE_5938,50.6650246991
SITE_12200,50.9194988376
SITE_6230,50.8557416988
SITE_21908,50.5998625858
SITE_5561,51.3280717983
SITE_21646,51.002009572
SITE_21669,49.988006992
SITE_3258,50.8160275218
SITE_1948,51.03727973
SITE_1949,51.1289674155
SITE_21408,50.8459795694
SITE_21409,51.0854352524
SITE_7304,51.0245393906
