pos_id,product_type_id,msisdn
FIPO103,sim,+32414574587
FIPO103,sim,+32466795240
FIPO103,sim,+32473545441
FIPO1030,electronic_recharge,+32460480046
FIPO1030,handset,+32452906158
FIPO1030,mfs,+32479220168
FIPO1030,mfs,+32442233352
FIPO1030,mfs,+32468013468
FIPO1030,physical_recharge,+32425676392
FIPO1031,physical_recharge,+32434251328
FIPO1031,sim,+32417740219
FIPO1032,handset,+32470541613
FIPO1032,handset,+32444422612
FIPO1032,handset,+32430310403
FIPO1032,physical_recharge,+32434871841
FIPO1033,sim,+32402482984
FIPO1034,electronic_recharge,+32470941793
FIPO1035,handset,+32477235694
FIPO1035,handset,+32445782700
FIPO1035,physical_recharge,+32493893240
FIPO1035,physical_recharge,+32401126556
FIPO1035,physical_recharge,+32436910078
FIPO1035,sim,+32488422506
FIPO1035,sim,+32443775002
FIPO1035,sim,+32404360159
FIPO1036,mfs,+32427303817
FIPO1036,mfs,+32412157961
FIPO1036,mfs,+32462508193
FIPO1037,mfs,+32443313074
FIPO1037,mfs,+32401559237
FIPO1037,mfs,+32432470985
FIPO1038,handset,+32446228965
FIPO1038,handset,+32409587084
FIPO1039,electronic_recharge,+32499988304
FIPO1039,electronic_recharge,+32406250912
FIPO1039,mfs,+32482042442
FIPO1039,physical_recharge,+32446684624
FIPO1039,sim,+32452100435
FIPO104,handset,+32498196812
FIPO104,mfs,+32467968079
FIPO104,physical_recharge,+32425352425
FIPO104,sim,+32412430343
FIPO104,sim,+32429113309
FIPO104,sim,+32446181063
FIPO1040,electronic_recharge,+32467865712
FIPO1040,electronic_recharge,+32493095206
FIPO1041,handset,+32474440645
FIPO1041,mfs,+32402700565
FIPO1041,mfs,+32493328745
FIPO1041,sim,+32406203596
FIPO1041,sim,+32439789730
FIPO1041,sim,+32491076161
FIPO1042,electronic_recharge,+32409420936
FIPO1042,electronic_recharge,+32462545480
FIPO1042,mfs,+32468650404
FIPO1042,mfs,+32447214414
FIPO1042,mfs,+32473741520
FIPO1042,sim,+32411697979
FIPO1043,electronic_recharge,+32487563300
FIPO1043,mfs,+32478505577
FIPO1044,electronic_recharge,+32453248055
FIPO1044,electronic_recharge,+32431867753
FIPO1044,physical_recharge,+32452790241
FIPO1045,electronic_recharge,+32442552113
FIPO1045,handset,+32482632173
FIPO1045,mfs,+32463741208
FIPO1045,sim,+32439630624
FIPO1045,sim,+32464711565
FIPO1045,sim,+32457809464
FIPO1046,electronic_recharge,+32435964473
FIPO1046,handset,+32433317164
FIPO1046,handset,+32414405959
FIPO1047,mfs,+32406978499
FIPO1047,mfs,+32469921008
FIPO1047,physical_recharge,+32427213751
FIPO1047,physical_recharge,+32454806487
FIPO1047,physical_recharge,+32434855757
FIPO1048,handset,+32440137824
FIPO1048,mfs,+32491024066
FIPO1048,physical_recharge,+32498462806
FIPO1048,sim,+32432406476
FIPO1049,handset,+32456567493
FIPO1049,handset,+32439004299
FIPO1049,handset,+32428988065
FIPO1049,physical_recharge,+32440496353
FIPO1049,physical_recharge,+32481627266
FIPO1049,physical_recharge,+32483177853
FIPO105,electronic_recharge,+32430633505
FIPO105,electronic_recharge,+32408711968
FIPO105,electronic_recharge,+32440452005
FIPO105,mfs,+32450817335
FIPO1050,electronic_recharge,+32436213856
FIPO1050,electronic_recharge,+32407969906
FIPO1050,sim,+32414415318
FIPO1050,sim,+32429483555
FIPO1050,sim,+32406970924
FIPO1051,electronic_recharge,+32435696758
FIPO1051,electronic_recharge,+32485422316
FIPO1051,mfs,+32489218772
FIPO1052,mfs,+32416927999
FIPO1052,sim,+32429582677
FIPO1052,sim,+32418235285
FIPO1053,electronic_recharge,+32422651028
FIPO1053,electronic_recharge,+32498822880
FIPO1053,physical_recharge,+32422051186
FIPO1055,electronic_recharge,+32406085184
FIPO1055,handset,+32448158566
FIPO1055,mfs,+32408158056
FIPO1055,mfs,+32420648912
FIPO1055,physical_recharge,+32492252860
FIPO1055,sim,+32495605172
FIPO1055,sim,+32400043374
FIPO1055,sim,+32437200879
FIPO1056,handset,+32494349677
FIPO1056,sim,+32401678633
FIPO1056,sim,+32477768772
FIPO1056,sim,+32456532863
FIPO1057,handset,+32431178502
FIPO1057,handset,+32430383516
FIPO1057,handset,+32450717314
FIPO1057,physical_recharge,+32405074877
FIPO1058,electronic_recharge,+32444850502
FIPO1058,electronic_recharge,+32498549182
FIPO1058,electronic_recharge,+32471738331
FIPO1058,handset,+32430188584
FIPO1058,handset,+32444126265
FIPO1058,handset,+32468117546
FIPO1059,handset,+32411944569
FIPO1059,handset,+32499231691
FIPO1059,handset,+32421537255
FIPO1059,sim,+32465028978
FIPO106,mfs,+32494400731
FIPO106,mfs,+32443736590
FIPO106,physical_recharge,+32408565799
FIPO1060,electronic_recharge,+32499437997
FIPO1060,handset,+32482079339
FIPO1060,handset,+32466294134
FIPO1060,sim,+32465328353
FIPO1060,sim,+32437879506
FIPO1063,electronic_recharge,+32470184881
FIPO1063,handset,+32432335447
FIPO1063,handset,+32403357968
FIPO1063,handset,+32452309652
FIPO1063,mfs,+32409634387
FIPO1063,physical_recharge,+32446592851
FIPO1063,physical_recharge,+32430560307
FIPO1063,sim,+32445460965
FIPO1063,sim,+32452896684
FIPO1063,sim,+32418602504
FIPO1064,mfs,+32477091140
FIPO1064,physical_recharge,+32498775252
FIPO1064,physical_recharge,+32492872399
FIPO1065,electronic_recharge,+32473931434
FIPO1065,handset,+32446782511
FIPO1065,handset,+32414241333
FIPO1065,handset,+32490001312
FIPO1065,mfs,+32408821818
FIPO1065,mfs,+32432751450
FIPO1065,sim,+32465705893
FIPO1066,electronic_recharge,+32468348852
FIPO1066,electronic_recharge,+32421289845
FIPO1066,handset,+32446692665
FIPO1066,handset,+32421270478
FIPO1066,handset,+32436290533
FIPO1066,mfs,+32481467181
FIPO1066,mfs,+32426064466
FIPO1066,physical_recharge,+32449026610
FIPO1066,physical_recharge,+32475444604
FIPO1066,physical_recharge,+32470886894
FIPO1066,sim,+32420621503
FIPO1067,handset,+32462116251
FIPO1067,mfs,+32498245914
FIPO1067,mfs,+32459917618
FIPO1068,electronic_recharge,+32420537389
FIPO1068,mfs,+32468624436
FIPO1068,sim,+32449092327
FIPO1069,electronic_recharge,+32470105663
FIPO1069,electronic_recharge,+32421959059
FIPO1069,handset,+32454034709
FIPO1069,handset,+32495926448
FIPO1069,handset,+32465160461
FIPO1069,mfs,+32431133266
FIPO107,electronic_recharge,+32440385091
FIPO107,electronic_recharge,+32412150874
FIPO107,electronic_recharge,+32437244837
FIPO107,mfs,+32401395607
FIPO107,sim,+32466805946
FIPO107,sim,+32406996334
FIPO107,sim,+32407352018
FIPO1070,sim,+32488495949
FIPO1070,sim,+32419430335
FIPO1071,electronic_recharge,+32447584321
FIPO1071,mfs,+32450494928
FIPO1071,mfs,+32430711471
FIPO1071,mfs,+32445254567
FIPO1072,electronic_recharge,+32470997668
FIPO1072,physical_recharge,+32445060751
FIPO1072,physical_recharge,+32494352739
FIPO1073,handset,+32419149089
FIPO1073,physical_recharge,+32428594130
FIPO1073,physical_recharge,+32454420118
FIPO1073,physical_recharge,+32412989067
FIPO1073,sim,+32406551321
FIPO1074,electronic_recharge,+32429858808
FIPO1074,electronic_recharge,+32463841702
FIPO1074,electronic_recharge,+32423923268
FIPO1074,handset,+32461164246
FIPO1074,handset,+32408973370
FIPO1074,mfs,+32493653509
FIPO1074,physical_recharge,+32480534869
FIPO1074,physical_recharge,+32473256258
FIPO1074,sim,+32453547334
FIPO1075,electronic_recharge,+32464190051
FIPO1075,handset,+32405952234
FIPO1075,handset,+32490252763
FIPO1075,handset,+32472832927
FIPO1075,mfs,+32402267987
FIPO1075,mfs,+32431691291
FIPO1076,electronic_recharge,+32455749909
FIPO1076,electronic_recharge,+32473075308
FIPO1077,electronic_recharge,+32422622131
FIPO1077,electronic_recharge,+32438572385
FIPO1077,electronic_recharge,+32439006478
FIPO1077,physical_recharge,+32437480772
FIPO1079,electronic_recharge,+32484879132
FIPO1079,electronic_recharge,+32438273175
FIPO1079,handset,+32484952812
FIPO1079,handset,+32434131834
FIPO1079,mfs,+32425959164
FIPO1079,physical_recharge,+32483604286
FIPO1079,physical_recharge,+32448660166
FIPO1079,sim,+32404725137
FIPO1079,sim,+32411928885
FIPO108,sim,+32488543520
FIPO108,sim,+32442505354
FIPO108,sim,+32412795965
FIPO1080,electronic_recharge,+32404184662
FIPO1080,electronic_recharge,+32466362882
FIPO1080,mfs,+32456630210
FIPO1080,physical_recharge,+32444376927
FIPO1080,physical_recharge,+32483531326
FIPO1080,physical_recharge,+32464566823
FIPO1080,sim,+32404607064
FIPO1080,sim,+32472689732
FIPO1081,electronic_recharge,+32485027831
FIPO1081,mfs,+32443518991
FIPO1081,mfs,+32443951255
FIPO1081,mfs,+32497091740
FIPO1082,physical_recharge,+32479622065
FIPO1083,handset,+32485483623
FIPO1083,handset,+32437786616
FIPO1083,mfs,+32450900475
FIPO1083,mfs,+32411248297
FIPO1084,handset,+32464907108
FIPO1084,handset,+32452982177
FIPO1084,handset,+32419609525
FIPO1084,mfs,+32477272806
FIPO1084,mfs,+32415852947
FIPO1084,mfs,+32481592370
FIPO1084,physical_recharge,+32471129233
FIPO1084,physical_recharge,+32485300702
FIPO1084,physical_recharge,+32453786556
FIPO1085,electronic_recharge,+32439801554
FIPO1085,mfs,+32433064951
FIPO1085,mfs,+32417610385
FIPO1085,sim,+32487603676
FIPO1086,handset,+32472287920
FIPO1086,handset,+32493872813
FIPO1087,handset,+32497660815
FIPO1087,handset,+32443062365
FIPO1087,sim,+32452498142
FIPO1087,sim,+32485803761
FIPO1088,handset,+32445498733
FIPO1088,handset,+32433839865
FIPO1088,handset,+32435514348
FIPO1088,mfs,+32445444714
FIPO1088,mfs,+32417036476
FIPO1088,mfs,+32431062639
FIPO1088,sim,+32451744955
FIPO1089,sim,+32419808120
FIPO109,electronic_recharge,+32464497704
FIPO109,electronic_recharge,+32409494918
FIPO109,electronic_recharge,+32472496087
FIPO109,physical_recharge,+32421697552
FIPO1090,electronic_recharge,+32448224828
FIPO1090,mfs,+32477482484
FIPO1091,physical_recharge,+32417107564
FIPO1091,physical_recharge,+32481572511
FIPO1091,physical_recharge,+32426465220
FIPO1092,handset,+32402043121
FIPO1092,sim,+32466135443
FIPO1092,sim,+32499352544
FIPO1093,electronic_recharge,+32487706935
FIPO1093,electronic_recharge,+32454081417
FIPO1093,electronic_recharge,+32497281148
FIPO1093,mfs,+32456231800
FIPO1093,mfs,+32462724717
FIPO1093,mfs,+32463836260
FIPO1094,electronic_recharge,+32443288993
FIPO1094,electronic_recharge,+32414446988
FIPO1094,handset,+32413560391
FIPO1094,handset,+32480141263
FIPO1094,handset,+32463861296
FIPO1094,mfs,+32438166959
FIPO1094,physical_recharge,+32428516462
FIPO1095,mfs,+32442255836
FIPO1095,sim,+32428722052
FIPO1096,electronic_recharge,+32412004022
FIPO1096,electronic_recharge,+32425518311
FIPO1096,electronic_recharge,+32433530688
FIPO1096,handset,+32474887194
FIPO1097,electronic_recharge,+32459941235
FIPO1098,handset,+32449830436
FIPO1098,mfs,+32471975700
FIPO1098,sim,+32484631396
FIPO1099,handset,+32459646607
FIPO11,electronic_recharge,+32474708686
FIPO11,electronic_recharge,+32435836009
FIPO11,physical_recharge,+32442342107
FIPO11,physical_recharge,+32441554337
FIPO11,physical_recharge,+32488259891
FIPO110,electronic_recharge,+32459565700
FIPO110,electronic_recharge,+32472513703
FIPO110,electronic_recharge,+32456214866
FIPO110,handset,+32481117104
FIPO110,handset,+32443391733
FIPO110,physical_recharge,+32416035535
FIPO110,physical_recharge,+32488664132
FIPO110,physical_recharge,+32466766560
FIPO110,sim,+32423234291
FIPO110,sim,+32465757121
FIPO1100,handset,+32472431729
FIPO1100,physical_recharge,+32489631414
FIPO1100,physical_recharge,+32492510668
FIPO1100,physical_recharge,+32457786019
FIPO1101,electronic_recharge,+32401622221
FIPO1101,electronic_recharge,+32419556503
FIPO1101,electronic_recharge,+32426102077
FIPO1102,electronic_recharge,+32492153560
FIPO1102,electronic_recharge,+32448481285
FIPO1102,physical_recharge,+32424949753
FIPO1102,physical_recharge,+32481277777
FIPO1102,physical_recharge,+32485998092
FIPO1103,handset,+32485988263
FIPO1103,handset,+32435967141
FIPO1103,handset,+32404627949
FIPO1104,electronic_recharge,+32407999853
FIPO1104,handset,+32420188947
FIPO1104,physical_recharge,+32487765403
FIPO1104,physical_recharge,+32494584056
FIPO1104,sim,+32481569486
FIPO1105,handset,+32418002263
FIPO1105,handset,+32459866071
FIPO1105,sim,+32491506710
FIPO1105,sim,+32405279810
FIPO1105,sim,+32496111207
FIPO1106,electronic_recharge,+32480366668
FIPO1106,electronic_recharge,+32415966934
FIPO1106,handset,+32494963951
FIPO1106,sim,+32403543886
FIPO1106,sim,+32403193698
FIPO1108,electronic_recharge,+32463486081
FIPO1108,electronic_recharge,+32420423626
FIPO1108,handset,+32469727191
FIPO1108,physical_recharge,+32420723932
FIPO1108,physical_recharge,+32451063059
FIPO1108,sim,+32470826887
FIPO1109,mfs,+32472497248
FIPO1109,physical_recharge,+32476049802
FIPO1109,physical_recharge,+32470959904
FIPO111,electronic_recharge,+32436516235
FIPO111,handset,+32478665471
FIPO1110,electronic_recharge,+32488312177
FIPO1110,electronic_recharge,+32406499321
FIPO1110,mfs,+32428427174
FIPO1110,physical_recharge,+32403091681
FIPO1111,physical_recharge,+32457315961
FIPO1111,sim,+32419752399
FIPO1111,sim,+32457483240
FIPO1111,sim,+32417643023
FIPO1112,electronic_recharge,+32477063035
FIPO1112,electronic_recharge,+32478188737
FIPO1112,mfs,+32421899425
FIPO1112,mfs,+32405972826
FIPO1112,mfs,+32439824398
FIPO1113,mfs,+32453266579
FIPO1113,sim,+32499917841
FIPO1113,sim,+32413960712
FIPO1113,sim,+32490820801
FIPO1114,electronic_recharge,+32472726492
FIPO1114,electronic_recharge,+32489755217
FIPO1114,electronic_recharge,+32453233304
FIPO1114,mfs,+32493562426
FIPO1114,mfs,+32480619983
FIPO1114,physical_recharge,+32419398042
FIPO1114,sim,+32437434619
FIPO1114,sim,+32450776037
FIPO1114,sim,+32494422513
FIPO1116,physical_recharge,+32405427092
FIPO1116,sim,+32476764719
FIPO1116,sim,+32436855750
FIPO1116,sim,+32445999048
FIPO1117,physical_recharge,+32469859154
FIPO1117,sim,+32413453575
FIPO1117,sim,+32457284532
FIPO1117,sim,+32465784338
FIPO1118,physical_recharge,+32436360982
FIPO1118,physical_recharge,+32419880493
FIPO1118,physical_recharge,+32496741961
FIPO1119,handset,+32489544450
FIPO1119,handset,+32402702059
FIPO1119,sim,+32430161233
FIPO112,mfs,+32402117647
FIPO112,physical_recharge,+32412303361
FIPO112,physical_recharge,+32426515776
FIPO112,physical_recharge,+32454377383
FIPO1120,mfs,+32419973398
FIPO1120,mfs,+32465029716
FIPO1120,mfs,+32400636970
FIPO1121,electronic_recharge,+32421863266
FIPO1121,mfs,+32445429619
FIPO1121,mfs,+32418956128
FIPO1121,mfs,+32491506701
FIPO1121,physical_recharge,+32497383408
FIPO1121,sim,+32499327682
FIPO1122,handset,+32446010058
FIPO1122,mfs,+32455817116
FIPO1122,physical_recharge,+32464329774
FIPO1123,electronic_recharge,+32484526679
FIPO1123,mfs,+32407976586
FIPO1123,mfs,+32471073162
FIPO1123,mfs,+32432979069
FIPO1123,sim,+32406139469
FIPO1123,sim,+32463274647
FIPO1124,electronic_recharge,+32448873050
FIPO1124,electronic_recharge,+32491080985
FIPO1124,electronic_recharge,+32418225556
FIPO1124,handset,+32493055331
FIPO1124,mfs,+32467103170
FIPO1124,physical_recharge,+32494226948
FIPO1125,electronic_recharge,+32452651525
FIPO1125,electronic_recharge,+32407426551
FIPO1125,mfs,+32497673729
FIPO1125,physical_recharge,+32485863486
FIPO1125,sim,+32422000717
FIPO1126,mfs,+32439819452
FIPO1126,mfs,+32463465145
FIPO1126,physical_recharge,+32435193212
FIPO1127,electronic_recharge,+32431529659
FIPO1127,electronic_recharge,+32414265294
FIPO1127,electronic_recharge,+32420787342
FIPO1128,mfs,+32477103923
FIPO1128,mfs,+32445754478
FIPO1128,mfs,+32473295672
FIPO1128,sim,+32455621515
FIPO1129,electronic_recharge,+32427392979
FIPO1129,electronic_recharge,+32409259401
FIPO1129,handset,+32478026954
FIPO1129,handset,+32460672227
FIPO1129,sim,+32416728998
FIPO1129,sim,+32431318510
FIPO113,mfs,+32475468341
FIPO1130,handset,+32429392095
FIPO1130,handset,+32477166413
FIPO1130,physical_recharge,+32481740091
FIPO1130,physical_recharge,+32411519437
FIPO1131,electronic_recharge,+32432848286
FIPO1131,electronic_recharge,+32447217233
FIPO1131,mfs,+32439510400
FIPO1131,mfs,+32426158731
FIPO1131,mfs,+32428155770
FIPO1131,physical_recharge,+32434450063
FIPO1131,physical_recharge,+32436994355
FIPO1131,physical_recharge,+32477893320
FIPO1131,sim,+32457795140
FIPO1131,sim,+32483553568
FIPO1132,electronic_recharge,+32461165453
FIPO1132,electronic_recharge,+32442855373
FIPO1132,mfs,+32435661311
FIPO1132,sim,+32423183192
FIPO1132,sim,+32433505613
FIPO1132,sim,+32480071364
FIPO1133,sim,+32401044497
FIPO1133,sim,+32462741637
FIPO1134,electronic_recharge,+32467051878
FIPO1134,mfs,+32484426581
FIPO1134,mfs,+32408923965
FIPO1134,mfs,+32422485371
FIPO1134,sim,+32475532657
FIPO1135,sim,+32433724072
FIPO1136,mfs,+32473105625
FIPO1136,mfs,+32439681194
FIPO1137,handset,+32486493448
FIPO1137,handset,+32453022365
FIPO1137,mfs,+32482455090
FIPO1137,physical_recharge,+32441600856
FIPO1137,physical_recharge,+32421746707
FIPO1137,physical_recharge,+32462324824
FIPO1137,sim,+32414714118
FIPO1137,sim,+32489341160
FIPO1138,handset,+32460159960
FIPO1138,physical_recharge,+32476104351
FIPO1138,physical_recharge,+32457730890
FIPO1138,physical_recharge,+32442472972
FIPO1138,sim,+32459427842
FIPO1138,sim,+32422738409
FIPO1138,sim,+32474964853
FIPO1139,sim,+32472052910
FIPO1139,sim,+32469105798
FIPO114,electronic_recharge,+32424922361
FIPO114,handset,+32439417916
FIPO114,physical_recharge,+32407349287
FIPO114,physical_recharge,+32449159296
FIPO114,sim,+32498476136
FIPO114,sim,+32450633391
FIPO114,sim,+32496026008
FIPO1140,mfs,+32489358842
FIPO1140,mfs,+32435508808
FIPO1140,sim,+32443573903
FIPO1140,sim,+32452534950
FIPO1140,sim,+32407051149
FIPO1141,handset,+32402850196
FIPO1142,electronic_recharge,+32441201278
FIPO1142,electronic_recharge,+32491851256
FIPO1142,electronic_recharge,+32468758883
FIPO1143,electronic_recharge,+32452481628
FIPO1143,electronic_recharge,+32452789231
FIPO1143,mfs,+32498392362
FIPO1143,mfs,+32490164033
FIPO1143,mfs,+32449313767
FIPO1144,electronic_recharge,+32423568669
FIPO1144,electronic_recharge,+32409589743
FIPO1144,handset,+32442190295
FIPO1144,handset,+32478925051
FIPO1144,mfs,+32495350358
FIPO1144,mfs,+32453753779
FIPO1144,mfs,+32419831341
FIPO1144,sim,+32423214835
FIPO1144,sim,+32475378998
FIPO1145,physical_recharge,+32487078486
FIPO1145,physical_recharge,+32411171590
FIPO1145,sim,+32495472098
FIPO1145,sim,+32440421766
FIPO1145,sim,+32460616958
FIPO1146,physical_recharge,+32434716121
FIPO1146,sim,+32481552272
FIPO1147,mfs,+32495338523
FIPO1147,physical_recharge,+32419157998
FIPO1147,physical_recharge,+32410842819
FIPO1147,physical_recharge,+32406562785
FIPO1148,electronic_recharge,+32481029825
FIPO1148,electronic_recharge,+32458694531
FIPO1148,electronic_recharge,+32451409506
FIPO1148,handset,+32492195688
FIPO1148,handset,+32441318281
FIPO1148,physical_recharge,+32435093051
FIPO1148,physical_recharge,+32425916420
FIPO1148,physical_recharge,+32483477924
FIPO1148,sim,+32414632916
FIPO1148,sim,+32428767939
FIPO1148,sim,+32405860721
FIPO1149,handset,+32478253734
FIPO1149,handset,+32491482695
FIPO1150,electronic_recharge,+32467424967
FIPO1150,sim,+32428412723
FIPO1150,sim,+32489858138
FIPO1151,sim,+32439040445
FIPO1152,physical_recharge,+32438524495
FIPO1152,physical_recharge,+32496211949
FIPO1152,physical_recharge,+32473960768
FIPO1153,electronic_recharge,+32404826832
FIPO1153,handset,+32492984515
FIPO1153,handset,+32427463384
FIPO1154,sim,+32479608211
FIPO1155,electronic_recharge,+32475659293
FIPO1155,physical_recharge,+32427822577
FIPO1155,physical_recharge,+32482808335
FIPO1155,physical_recharge,+32471819356
FIPO1156,electronic_recharge,+32485055483
FIPO1156,electronic_recharge,+32488565591
FIPO1157,electronic_recharge,+32468542838
FIPO1157,electronic_recharge,+32425696490
FIPO1157,physical_recharge,+32452129620
FIPO1158,handset,+32456137081
FIPO1158,handset,+32428333507
FIPO1158,mfs,+32417662254
FIPO1158,mfs,+32443959282
FIPO1158,sim,+32487978698
FIPO1159,handset,+32444487645
FIPO1159,handset,+32451787334
FIPO1159,mfs,+32487422500
FIPO116,electronic_recharge,+32454711891
FIPO116,electronic_recharge,+32456853168
FIPO116,electronic_recharge,+32459223510
FIPO116,handset,+32481581562
FIPO116,handset,+32412483981
FIPO116,handset,+32405023010
FIPO116,physical_recharge,+32421459561
FIPO116,physical_recharge,+32470989847
FIPO116,sim,+32457616626
FIPO116,sim,+32469575151
FIPO116,sim,+32421653751
FIPO1160,electronic_recharge,+32403664437
FIPO1160,mfs,+32487537985
FIPO1160,mfs,+32452213714
FIPO1160,physical_recharge,+32474326428
FIPO1160,physical_recharge,+32410458922
FIPO1160,physical_recharge,+32450690267
FIPO1160,sim,+32454010427
FIPO1160,sim,+32427285056
FIPO1160,sim,+32449263003
FIPO1161,handset,+32411048811
FIPO1162,electronic_recharge,+32443003407
FIPO1162,electronic_recharge,+32488299544
FIPO1162,handset,+32438518503
FIPO1162,physical_recharge,+32472697769
FIPO1162,physical_recharge,+32460673402
FIPO1162,sim,+32416055908
FIPO1163,handset,+32473910262
FIPO1163,handset,+32482608234
FIPO1163,handset,+32427429917
FIPO1164,electronic_recharge,+32404956645
FIPO1164,electronic_recharge,+32482146953
FIPO1164,handset,+32452104167
FIPO1164,handset,+32438620845
FIPO1164,handset,+32478293710
FIPO1164,physical_recharge,+32415771654
FIPO1164,physical_recharge,+32443678568
FIPO1164,sim,+32495040866
FIPO1164,sim,+32479333847
FIPO1165,electronic_recharge,+32496767641
FIPO1165,handset,+32456791325
FIPO1165,handset,+32462034330
FIPO1165,mfs,+32488479016
FIPO1165,mfs,+32457558192
